Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Liberty Hill Public Library,"29,001",10-01-2022,09/30/2023,Liberty Hill,(512) 778-6400,"$4,07,815.00","$37,658.00","$17,570.00",$0.00,$0.00,Y,Y,"25,319",729,"18,733","8,114","55,344","71,425","11,858","51,133","17,924","1,62,826",Y,3,598,0,"2,964",52
Lillie Russell Memorial Library,"6,660",01-01-2023,12/31/2023,Lindale,(903) 882-1900,"$1,02,267.00","$14,000.00",$0.00,$0.00,$0.00,Y,Y,"41,613","1,363","7,936","6,320","60,014","44,345","6,287","47,000","3,000","77,450",Y,10,"4,200",0,"1,880",52
Linden Public Library,"1,814",10-01-2022,09/30/2023,Linden,(430) 218-8770,"$39,606.00","$7,558.00",$0.00,$0.00,"$5,000.00",Y,Y,"12,608",250,0,0,"13,658","3,265",810,"3,238",0,"5,806",Y,4,687,0,"2,208",52
Little Elm Public Library,"76,141",10-01-2022,09/30/2023,Little Elm,(214) 975-0430,"$5,26,831.00","$32,312.00","$60,137.00",$0.00,$0.00,Y,Y,"35,238",757,"1,89,414","94,404","3,45,171","90,893","18,881","48,738","45,404","2,12,693",Y,20,"7,250","63,000","2,964",52
Lamb County Library,"7,825",10-01-2022,09/30/2023,Littlefield,(806) 385-5223,"$1,19,072.00","$21,500.00","$1,500.00",$0.00,$0.00,Y,Y,"12,752",881,"18,579","22,479","55,900","16,377","2,372","11,191",0,"20,711",Y,4,"1,287",0,"2,273",52
Livingston Municipal Library,"5,784",10-01-2022,09/30/2023,Livingston,(936) 327-4252,"$4,08,185.00","$24,395.00","$7,671.00",$0.00,$0.00,Y,Y,"16,597",605,"24,546","3,749","46,636","23,537","7,427","12,944","6,512","28,938",Y,12,"4,318",0,"2,184",50
Dr Eugene Clark Library,"14,985",10-01-2022,09/30/2023,Lockhart,(512) 398-3223,"$4,22,127.00","$21,185.00","$8,909.00",$0.00,$0.00,Y,Y,"26,700","1,444","45,326",10,"74,517","23,870","7,933","5,275","8,470","20,197",Y,24,"3,637","25,812","3,051",52
Lone Oak Area Public Library,"1,754",10-01-2022,09/30/2023,Lone Oak,(903) 662-4565,$0.00,"$8,145.00","$2,300.00",$0.00,$0.00,Y,Y,"16,425",266,"32,476",229,"52,262","2,874","2,811","12,600","26,290","47,440",Y,10,265,135,"1,670",52
Longview Public Library,"1,02,300",10-01-2022,09/30/2023,Longview,(903) 237-1350,"$13,02,915.00","$79,376.00","$67,639.00",$0.00,"$28,950.00",Y,Y,"1,32,581","5,454","46,348","32,972","2,31,831","1,11,331","53,887","89,294","52,192","2,40,736",Y,75,"9,364",0,"2,811",52
Ethel L Whipple Memorial Library,"11,206",10-01-2022,09/30/2023,Los Fresnos,(956) 233-5330,"$1,39,320.00","$10,232.00","$1,500.00",$0.00,$0.00,Y,Y,"23,484",46,"40,545","13,812","78,241","12,174","4,541","3,109","1,519","6,975",Y,10,"2,004","3,402","2,091",52
Lubbock Public Library,"2,96,499",10-01-2022,09/30/2023,Lubbock,(806) 775-2824,"$26,28,416.00","$2,13,558.00","$1,30,158.00",$0.00,$0.00,Y,Y,"2,83,713","8,821","19,265","8,069","3,53,838","2,96,947","71,159","2,45,799","2,03,113","7,55,788",Y,34,"43,583","2,88,269","3,404",50
Kurth Memorial Library,"34,512",10-01-2022,09/30/2023,Lufkin,(936) 630-0560,"$4,87,359.00","$57,989.00","$40,000.00",$0.00,$0.00,Y,Y,"1,05,789","3,785","14,464",723,"1,31,175","79,634","29,492","79,441","9,762","1,71,133",Y,22,"6,486",0,"2,496",52
JB Nickells Memorial Library,"5,545",04-01-2022,03/31/2023,Luling,(830) 875-2813,"$74,318.00","$21,289.00",$0.00,$0.00,$0.00,Y,Y,"15,334",161,"29,205","9,632","55,723","6,798","2,697","5,772","9,632","17,156",Y,9,"1,512",0,"2,730",52
Lumberton Public Library,"22,233",10-01-2022,09/30/2023,Lumberton,(409) 755-7400,"$2,02,686.00","$21,091.00","$5,004.00",$0.00,$0.00,Y,Y,"19,341",854,"24,546","3,749","52,540","35,773","11,403","33,332",0,"64,870",Y,7,"1,438","7,744","2,093",52
Lytle Public Library,"5,927",10-01-2022,09/30/2023,Lytle,(830) 709-4142,"$1,45,566.00","$13,249.00",$0.00,$0.00,$0.00,Y,Y,"28,209","1,619","15,037","4,292","51,832","17,236","1,661","6,207",354,"16,325",Y,6,"1,060",0,"1,960",52
Tri-County Library,"5,301",10-01-2022,09/30/2023,Mabank,(903) 887-9622,"$75,002.00","$19,868.00","$3,280.00",$0.00,$252.00,Y,Y,"16,029",328,"38,617","8,542","63,758","25,849","9,719","5,412",53,"12,666",Y,16,"25,000",0,"1,553",52
Madison County Library,"11,477",10-01-2022,09/30/2023,Madisonville,(936) 348-6118,"$2,60,998.00","$14,958.00","$2,062.00",$0.00,$0.00,Y,Y,"18,705",378,0,0,"20,118","9,397","1,446","5,751",0,"13,013",Y,16,"2,477","1,076","1,575",49
Mansfield Public Library,"77,084",10-01-2022,09/30/2023,Mansfield,(817) 728-3690,"$10,10,229.00","$67,336.00","$35,351.00",$0.00,$0.00,Y,Y,"62,452","2,917","56,120","28,811","1,56,870","1,25,108","23,417","82,979","91,240","3,46,366",Y,51,"9,496","79,295","2,476",52
Marathon Public Library,"1,249",01-01-2023,12/31/2023,Marathon,(432) 386-4136,"$95,077.00","$1,277.00",$0.00,$0.00,"$18,54,073.00",Y,Y,"8,437",0,"15,037","4,292","29,245","15,560",181,977,7,"1,839",Y,7,"6,020","1,761","2,032",52
Marfa Public Library,"2,093",10-01-2022,09/30/2023,Marfa,(432) 729-4631,"$1,23,117.00","$8,143.00",$0.00,$0.00,$0.00,Y,Y,"14,749",512,"15,037","4,292","39,191","12,466","4,325","14,822",207,"22,984",Y,5,"1,301",0,"2,140",50
Marion Community Library,"2,726",10-01-2022,09/30/2023,Marion,(830) 420-4022,"$19,287.00","$9,101.00",$0.00,$0.00,"$4,700.00",Y,Y,"10,180",57,"15,037","4,292","30,465","4,776",571,"1,092",265,"3,158",Y,4,72,"3,158","1,040",52
Marshall Public Library,"62,462",01-01-2023,12/31/2023,Marshall,(903) 935-4465,"$3,37,583.00","$64,841.00","$28,902.00",$0.00,$0.00,Y,Y,"43,370","1,179","32,839","9,213","88,271","67,342","17,214","22,843","7,193","53,716",Y,19,"8,053",0,"2,540",52
Nancy Nail Memorial Library,"2,856",07-01-2022,06/30/2023,Mart,(254) 876-2465,"$28,122.00","$2,116.00","$1,599.00",$0.00,$0.00,Y,Y,"20,363",81,0,0,"21,213","1,657",310,"1,477",0,"1,687",Y,5,363,600,944,52
Martindale Community Library,"1,225",01-01-2023,12/31/2023,Martindale,(512) 357-4492,"$28,801.00","$3,179.00","$1,500.00",$0.00,$0.00,Y,Y,"9,356",0,"28,484","8,434","46,772","2,973",681,"1,240",253,"1,839",Y,12,434,0,"1,008",48
Mason County M Beven Eckert Memorial Library,"3,982",01-01-2023,12/31/2023,Mason,(325) 347-5446,"$1,18,228.00","$9,567.00","$8,399.00",$0.00,$0.00,Y,Y,"15,978",753,"1,71,836","87,176","2,81,489","30,417","3,399","14,975","16,812","34,185",Y,11,"1,087",0,"1,944",52
Motley County Library,"1,032",10-01-2022,09/30/2023,Matador,(806) 347-2717,"$25,881.00","$6,000.00",$856.00,$0.00,$0.00,Y,Y,"13,004",315,"5,982","1,941","23,424","3,000",658,"2,428",428,"3,854",Y,9,526,"1,844","1,196",52
Mathis Public Library,"5,897",01-01-2023,12/31/2023,Mathis,(361) 547-6201,"$22,363.00",$277.00,$0.00,$0.00,$0.00,Y,Y,"17,622",20,0,0,"17,922","1,552","9,290",851,0,"1,597",Y,10,"2,156",0,"1,300",52
Maud Public Library,973,10-01-2022,09/30/2023,Maud,(903) 585-2121,"$33,169.00","$8,361.00",$0.00,$0.00,$0.00,Y,Y,"8,316",126,"15,037","4,292","28,736","3,945","1,922","1,717",144,"3,131",Y,12,416,50,"1,716",52
McAllen Public Library,"2,21,984",10-01-2022,09/30/2023,McAllen,(956) 681-3000,"$35,60,296.00","$1,31,177.00","$47,778.00","$4,36,619.00","$4,36,619.00",Y,Y,"3,00,556","5,374","11,428","6,315","3,44,777","4,44,351","1,27,429","1,72,973","53,129","4,42,231",Y,154,"44,574",0,"3,771",52
Upton County Public Library,"1,479",01-01-2023,12/31/2023,McCamey,(432) 652-8718,"$75,782.00","$8,479.00",$0.00,$0.00,$0.00,Y,Y,"18,606","1,523",0,0,"20,129","28,300","1,965","13,786",0,"21,562",Y,7,"6,993",0,"1,936",51
McGinley Memorial Public Library,"8,930",10-01-2022,09/30/2023,McGregor,(254) 840-3732,"$28,143.00","$7,107.00","$1,000.00",$0.00,$0.00,Y,Y,"14,817",643,"30,758","10,625","58,041","3,973","2,690","2,073",106,"4,433",Y,6,369,0,995,52
McKinney Public Library System,"2,07,507",10-01-2022,09/30/2023,McKinney,(972) 547-7323,"$32,86,368.00","$3,39,547.00","$1,49,768.00",$0.00,$0.00,Y,Y,"1,83,586","6,298","8,543","6,322","2,29,697","5,09,019","89,304","4,37,092","2,84,387","17,36,959",Y,35,"40,298","2,01,432","3,216",50
Lovett Memorial Library McLean,798,10-01-2022,09/30/2023,McLean,(806) 779-2851,"$57,524.00","$9,081.00","$2,859.00",$0.00,$0.00,Y,Y,"13,182",544,"21,019","6,233","43,095","2,388",346,"2,919",0,"10,131",Y,5,603,"1,697","1,784",40
Medina Community Library,"7,321",01-01-2023,12/31/2023,Medina,(830) 589-2825,"$78,881.00","$6,897.00","$5,923.00",$0.00,$0.00,Y,Y,"9,358",442,"17,656","5,771","34,451","34,863","3,139","5,268","1,898","12,443",Y,10,344,168,"1,979",52
Melissa Public Library,"19,357",10-01-2022,09/30/2023,Melissa,(972) 837-4540,"$3,52,926.00","$13,204.00","$3,000.00",$0.00,$0.00,Y,Y,"19,129",96,"32,306","8,743","65,988","26,178","3,137","28,227","5,452","1,00,398",Y,13,"2,301","20,648","2,028",52
Memphis Public Library,"2,810",10-01-2022,09/30/2023,Memphis,(806) 259-2062,"$56,467.00","$8,000.00",$81.00,"$8,190.00","$8,190.00",Y,Y,"21,060",726,"6,154","1,971","29,932","7,800","1,369","2,934","1,450","5,965",Y,6,850,"2,693","1,500",52
Menard Public Library,"1,968",10-01-2022,09/30/2023,Menard,(325) 396-2717,"$28,573.00","$4,498.00",$0.00,$0.00,$0.00,Y,Y,"13,844",343,0,0,"16,174","4,838","1,712","5,408",0,"10,280",Y,9,"4,258",0,"1,696",52
Dr Hector P Garcia Memorial Library,"25,667",10-01-2022,09/30/2023,Mercedes,(956) 565-2371,"$3,73,918.00","$10,197.00",$0.00,"$95,142.00","$95,142.00",Y,Y,"25,893",52,"1,74,377","90,112","2,97,811","26,597","9,207","4,749","1,659","9,504",Y,55,"5,939",0,"2,242",52
Meridian Public Library,"1,415",01-01-2023,12/31/2023,Meridian,(254) 435-9100,"$30,982.00","$6,314.00","$1,527.00",$0.00,$0.00,Y,Y,"9,873",804,"34,332","13,088","59,225","4,312",422,"3,035","1,616","7,451",Y,10,412,0,"1,138",50
MB Noelke Jr Memorial Library,"1,530",10-01-2022,09/30/2023,Mertzon,(325) 835-2704,"$19,383.00","$2,687.00","$1,500.00",$0.00,$0.00,Y,Y,"11,951",391,"1,71,768","87,076","2,71,383","1,275",439,454,962,"2,174",Y,4,384,0,"1,072",55
Mesquite Public Library,"1,47,899",10-01-2022,09/30/2023,Mesquite,(972) 216-6741,"$20,02,430.00","$1,45,464.00","$63,036.00","$76,697.00","$76,697.00",Y,Y,"1,71,642","4,449","2,09,929","96,379","4,95,970","1,51,745","19,218","83,863","48,702","2,56,710",Y,34,"28,307",0,"2,906",51
Gibbs Memorial Library,"14,565",10-01-2022,09/30/2023,Mexia,(254) 562-3231,"$1,58,164.00","$28,849.00","$3,000.00",$0.00,$0.00,Y,Y,"37,613","1,235","45,795","14,917","1,01,791","20,704","1,922","12,529","2,274","22,631",Y,12,"3,547",0,"2,160",48
Midland County Public Library,"1,71,999",10-01-2022,09/30/2023,Midland,(432) 688-4320,"$28,39,394.00","$1,36,866.00","$1,59,444.00",$0.00,$0.00,Y,Y,"2,35,465","9,418","28,969","10,500","3,04,032","1,90,287","40,905","1,01,694","56,483","3,23,250",Y,110,"24,714","82,738","2,527",51
AH Meadows Library,"53,922",07-01-2022,06/30/2023,Midlothian,(469) 856-5211,"$3,04,609.00","$31,833.00","$3,000.00",$0.00,$0.00,Y,Y,"33,460",380,"17,308","7,095","60,353","11,960","10,623","25,864","15,801","60,673",Y,7,"1,820","10,924","2,420",50
Mineola Memorial Library,"10,488",01-01-2023,12/31/2023,Mineola,(903) 569-2767,"$1,48,449.00","$30,159.00",$83.00,$0.00,$0.00,Y,Y,"25,441","1,913","15,079","4,292","48,385","13,335","3,557","16,219",211,"28,502",Y,4,"1,374","4,945","2,080",52
Boyce Ditto Public Library,"29,411",10-01-2022,09/30/2023,Mineral Wells,(940) 328-7880,"$2,53,563.00","$65,957.00","$6,321.00",$0.00,$0.00,Y,Y,"34,000","1,005","55,569","16,512","1,13,703","51,010","14,356","16,643","9,212","39,868",Y,7,"5,123","1,648","2,242",52
Speer Memorial Library,"1,33,018",10-01-2022,09/30/2023,Mission,(956) 580-8750,"$10,69,161.00","$40,691.00","$4,299.00",$0.00,$0.00,Y,Y,"1,16,678","4,631","1,74,377","90,112","3,98,396","1,07,228","7,316","46,298","1,684","75,815",Y,94,"1,77,022","63,611","3,667",52
Ward County Library,"10,964",01-01-2023,12/31/2023,Monahans,(432) 943-3332,"$3,44,961.00","$12,441.00",$0.00,$0.00,"$10,500.00",Y,Y,"59,333","1,290",0,0,"65,215","19,799","4,960","6,078",0,"12,588",Y,16,"3,379",0,"2,127",46
Moody Community Library,"2,481",01-01-2023,12/31/2023,Moody,(254) 853-2004,"$6,632.00","$1,062.00",$0.00,$0.00,$0.00,Y,Y,"12,825",107,0,0,"14,075","2,074","1,306","1,363",0,"1,923",Y,5,275,0,"1,040",52
Cochran County Love Memorial Library,"2,526",01-01-2023,12/31/2023,Morton,(806) 266-5051,"$61,642.00","$14,936.00","$1,500.00",$0.00,$0.00,Y,Y,"14,527",169,"32,493","7,640","54,850","1,300","1,639",678,79,"1,567",Y,8,0,0,"1,820",52
Mount Pleasant Public Library,"16,015",10-01-2022,09/30/2023,Mt Pleasant,(903) 575-4180,"$4,74,230.00","$32,670.00","$11,596.00","$31,104.00","$31,104.00",Y,Y,"26,006","1,400","47,876","13,505","91,977","42,970","18,698","38,332","8,298","80,199",Y,32,"5,927",0,"2,526",50
Franklin County Library,"10,618",01-01-2023,12/31/2023,Mt Vernon,(903) 537-4916,"$1,91,162.00","$15,467.00","$12,277.00",$0.00,$0.00,Y,Y,"13,469",315,"33,419","9,308","58,454","34,621","6,743","14,028","4,745","25,590",Y,6,"1,941",0,"2,184",52
Muenster Public Library,"3,193",10-01-2022,09/30/2023,Muenster,(940) 759-4291,"$21,450.00","$8,900.00","$2,000.00",$0.00,$0.00,Y,Y,"22,300",984,"22,000",0,"46,406","4,768","2,388","7,511","2,588","14,890",Y,8,"1,574",0,"1,141",49
Muleshoe Area Public Library,"6,779",10-01-2022,09/30/2023,Muleshoe,(806) 272-4707,"$1,80,936.00","$13,984.00","$3,847.00",$0.00,$0.00,Y,Y,"14,777",390,"32,657","7,533","55,993","14,760","2,276","5,405","1,980","13,643",Y,3,862,"1,053","2,240",52
Munday City-County Library,"3,273",01-01-2023,12/31/2023,Munday,(940) 422-4877,"$7,484.00",$916.00,$0.00,$0.00,"$54,449.00",Y,Y,"9,358",0,0,0,"9,358","1,148",489,"1,600",0,"1,807",Y,4,87,0,"1,040",52
Judy B McDonald Public Library,"31,990",10-01-2022,09/30/2023,Nacogdoches,(936) 559-2970,"$4,25,058.00","$29,674.00","$42,878.00",$0.00,$0.00,Y,Y,"1,07,321","4,167","5,370","1,949","1,22,409","77,221","17,238","38,599","25,876","1,08,583",Y,16,"11,965",0,"2,999",52
Natalia Veterans Memorial Library,"1,307",10-01-2022,09/30/2023,Natalia,(210) 213-1990,"$14,600.00","$1,500.00",$0.00,$0.00,$0.00,Y,Y,"10,678",0,"15,037","4,292","30,007",321,761,183,0,317,Y,3,80,0,"1,300",52
Navasota Public Library,"30,754",10-01-2022,09/30/2023,Navasota,(936) 825-6744,"$1,10,693.00","$10,354.00","$1,500.00",$0.00,$0.00,Y,Y,"32,189",450,"31,324","10,962","76,275","12,500","3,537","8,583","5,602","19,366",Y,11,538,0,"1,936",48
Marion & Ed Hughes Public Library,"18,189",10-01-2022,09/30/2023,Nederland,(409) 722-1255,"$3,58,554.00","$51,902.00","$12,220.00",$0.00,$0.00,Y,Y,"66,964","3,748","44,411","23,413","1,49,102","38,092","2,200","22,998","20,638","68,504",Y,10,"2,322","48,215","2,366",52
New Boston Public Library,"4,550",10-01-2022,09/30/2023,New Boston,(903) 628-5414,"$78,156.00","$19,325.00","$1,500.00",$0.00,$0.00,Y,Y,"20,902",469,"48,586","4,667","76,033","7,288","9,132","14,860",708,"23,488",Y,4,"1,997",0,"1,960",52
New Braunfels Public Library,"1,04,707",10-01-2022,09/30/2023,New Braunfels,(830) 221-4300,"$21,15,258.00","$1,54,970.00","$62,306.00","$1,33,634.00","$1,33,634.00",Y,Y,"97,301","5,955","1,83,372","1,36,526","4,40,850","2,15,122","31,046","1,99,101","83,643","6,09,495",Y,26,"19,549","85,367","3,203",52
New Waverly Public Library,"4,725",01-01-2023,12/31/2023,New Waverly,(936) 344-2198,"$32,429.00","$3,120.00","$1,500.00",$0.00,$0.00,Y,Y,"23,077",185,"24,611","3,810","54,119","18,540","6,610","5,759","1,170","10,267",Y,15,569,0,"1,884",51
Newark Public Library,"1,196",10-01-2022,09/30/2023,Newark,(817) 489-2224,$0.00,$0.00,$0.00,$0.00,$0.00,Y,Y,"8,658",133,0,0,"9,865",150,"1,300",233,0,357,Y,1,165,0,"1,040",24
Newton County Public Library,"12,052",01-01-2023,12/31/2023,Newton,(409) 379-8300,"$1,15,560.00","$7,820.00","$1,500.00",$0.00,$0.00,Y,Y,"23,180",485,"39,648","8,102","74,312","27,454","6,470","4,297","1,086","8,826",Y,19,"1,918",0,"1,952",52
North Richland Hills Public Library,"70,663",10-01-2022,09/30/2023,North Richland Hills,(817) 427-6800,"$18,09,931.00","$2,02,555.00","$39,461.00",$0.00,$0.00,Y,Y,"1,31,747","5,954","2,10,111","1,08,286","4,67,474","2,41,263","33,641","3,48,016","90,062","7,04,028",Y,38,"12,866","3,09,671","2,704",52
Ector County Library,"1,60,869",10-01-2022,09/30/2023,Odessa,(432) 332-0633,"$15,44,467.00","$1,11,086.00","$44,036.00",$0.00,$0.00,Y,Y,"2,10,952",931,"8,33,224","6,67,979","18,23,529","2,01,831","1,53,048","3,18,221","12,079","3,97,404",Y,29,"12,454","60,346","2,839",52
Olney Community Library and Arts Center,"9,212",09-01-2022,08/31/2023,Olney,(940) 564-5513,"$2,02,208.00","$7,316.00","$3,759.00",$0.00,$0.00,Y,Y,"33,186",671,"10,733","1,257","46,987","29,536","2,477","3,579","24,726","40,658",Y,12,566,0,"2,177",48
Olton Area Library,"3,338",10-01-2022,09/30/2023,Olton,(806) 285-7772,"$1,07,407.00","$6,776.00","$1,500.00",$0.00,$0.00,Y,Y,"9,223",277,"18,653","4,523","33,890","9,000","2,552","3,534","1,121","6,058",Y,8,"1,680",0,"1,815",51
Onalaska Public Library,"3,205",10-01-2022,09/30/2023,Onalaska,(936) 646-2665,"$49,720.00","$1,014.00",$0.00,$0.00,$0.00,Y,Y,"9,097",57,"15,056","4,292","29,044","8,364","1,831","3,126",255,"5,440",Y,4,"1,118",0,"1,920",50
Orange Public Library,"19,081",10-01-2022,09/30/2023,Orange,(409) 883-1086,"$4,53,405.00","$28,774.00","$6,681.00",$0.00,$0.00,Y,Y,"70,607","1,694","35,900","8,342","1,18,678","44,569","13,789","21,267","4,304","45,798",Y,7,"1,683","2,736","2,109",52
Crockett County Public Library,"2,943",01-01-2023,12/31/2023,Ozona,(325) 392-3565,"$2,10,938.00","$20,619.00","$3,350.00",$0.00,$0.00,Y,Y,"16,239","2,005","1,86,873","91,468","2,97,083","7,955","2,966","3,459",450,"5,293",Y,9,"1,006",0,"2,062",50
Bicentennial City-County Library,"1,307",08-01-2022,07/31/2023,Paducah,(806) 492-2006,"$10,748.00","$1,420.00",$0.00,$0.00,$0.00,Y,Y,"8,714",0,"15,037","4,292","28,043","2,022",861,480,19,949,Y,6,55,0,"1,152",48
Palacios Library Inc,"7,200",01-01-2023,12/31/2023,Palacios,(361) 972-3234,"$1,07,117.00","$4,702.00",$500.00,$0.00,$0.00,Y,Y,"40,703",753,"15,174","4,294","63,414",0,"3,349","2,972",62,"5,045",Y,12,"3,634","15,278","1,886",51
Palestine Public Library,"42,264",10-01-2022,09/30/2023,Palestine,(903) 729-4121,"$3,58,344.00","$19,011.00","$7,950.00","$20,55,573.00","$20,55,573.00",Y,Y,"39,083","1,333","47,343","13,035","1,04,737","26,631","2,878","20,547","9,682","54,236",Y,10,"3,743",0,"1,540",38
Lovett Memorial Library Pampa,"20,217",10-01-2022,09/30/2023,Pampa,(806) 669-5780,"$3,18,688.00","$27,000.00","$7,067.00",$0.00,$0.00,Y,Y,"37,285","1,935","32,797","10,063","84,751","13,598","2,824","16,962","1,233","37,087",Y,10,"1,657","22,266","2,211",52
Carson County Public Library,"5,784",10-01-2022,09/30/2023,Panhandle,(806) 537-3742,"$2,58,605.00","$10,125.00",$0.00,$0.00,$0.00,Y,Y,"39,664","1,192","21,019","6,233","69,992","16,214","1,260","11,557",420,"17,391",Y,15,"2,043","4,883","2,178",52
Paris Public Library,"24,695",10-01-2022,09/30/2023,Paris,(903) 785-8531,"$5,47,229.00","$37,002.00","$33,152.00",$0.00,$0.00,Y,Y,"74,055","6,409","98,852","6,431","1,88,846","49,569","11,567","48,547","12,895","93,441",Y,12,"5,321","4,185","2,742",52
Pasadena Public Library,"1,47,662",10-01-2022,09/30/2023,Pasadena,(713) 477-0276,"$26,56,472.00","$1,19,177.00","$1,52,414.00",$0.00,$0.00,Y,Y,"93,608",338,"86,421","41,135","2,34,036","1,37,822","48,794","1,59,077","22,799","3,58,921",Y,121,"26,725","46,199","2,667",52
Pearsall Public Library,"8,878",10-01-2022,09/30/2023,Pearsall,(830) 334-2496,"$1,62,685.00","$6,433.00","$1,500.00",$0.00,$0.00,Y,Y,"39,489",0,"18,063","4,313","63,105","23,896","5,664","3,564",589,"6,768",Y,16,"2,011","4,257","2,048",52
Reeves County Library,"12,905",01-01-2023,12/31/2023,Pecos,(432) 755-0914,"$3,10,744.00","$9,108.00","$2,000.00",$0.00,$0.00,Y,Y,"21,000",566,"15,037","4,292","42,295","32,715","3,938","4,096",0,"8,937",Y,14,"2,000",0,"2,524",51
Penitas Public Library,"9,734",10-01-2022,09/30/2023,Penitas,(956) 999-8312,"$1,14,120.00","$2,895.00",$0.00,$0.00,$0.00,Y,Y,"11,274",16,"1,74,377","90,112","2,81,647","22,394",124,553,302,"1,235",Y,15,846,"2,069","2,511",43
Perry Memorial Library,"9,606",10-01-2022,09/30/2023,Perryton,(806) 435-5801,"$2,86,375.00","$13,897.00","$4,000.00",$0.00,$0.00,Y,Y,"36,630","10,595","5,982","1,941","56,902","8,266","3,196","9,926",711,"15,745",Y,8,"1,231",0,"1,918",36
Pflugerville Public Library,"65,556",10-01-2022,09/30/2023,Pflugerville,(512) 990-6375,"$16,35,661.00","$1,94,600.00","$1,70,000.00",$0.00,$0.00,Y,Y,"76,708","7,480","72,686","40,441","2,37,614","1,60,135","32,165","99,139","2,20,009","5,29,251",Y,16,"11,900","2,24,189","3,120",52
Pharr Memorial Library,"1,23,105",10-01-2022,09/30/2023,Pharr,(956) 402-4650,"$12,47,500.00","$1,25,000.00","$12,000.00",$0.00,$0.00,Y,Y,"74,609","2,295","10,077","3,935","93,065","1,43,840","87,398","52,350",0,"86,110",Y,123,"28,233",0,"3,018",48
Pilot Point Community Library,"6,720",10-01-2022,09/30/2023,Pilot Point,(940) 686-5004,"$2,09,603.00","$9,160.00","$1,000.00",$0.00,$0.00,Y,Y,"18,854",222,"10,709","1,233","33,360","13,874","3,949","4,838",584,"11,164",Y,4,872,0,"1,978",52
Arthur Temple Sr Memorial Library,898,01-01-2023,12/31/2023,Pineland,(409) 584-2546,"$1,17,053.00","$6,795.00","$1,506.00",$0.00,$0.00,Y,Y,"17,996","1,240","1,12,989","6,741","1,40,903","7,990","3,133","3,980","2,556","8,209",Y,8,649,0,"1,722",52
Pittsburg-Camp County Public Library,"12,716",10-01-2022,09/30/2023,Pittsburg,(903) 856-3302,"$1,34,129.00","$16,635.00",$0.00,$0.00,"$19,914.00",Y,Y,"21,619","1,189","33,285",79,"57,773","26,914","4,417","16,000","3,220","29,247",Y,11,"10,345",0,"2,139",52
Yoakum County Library,"2,916",01-01-2023,12/31/2023,Plains,(806) 456-8725,"$1,72,684.00","$19,958.00",$0.00,$0.00,$0.00,Y,Y,"30,932","1,002","15,037","4,292","55,140","21,763","1,374","23,815",0,"28,189",Y,11,"13,510","4,100","2,084",52
Unger Memorial Library,"31,827",10-01-2022,09/30/2023,Plainview,(806) 296-1148,"$2,95,008.00","$42,488.00","$6,607.00","$7,240.00","$7,240.00",Y,Y,"50,455","1,566","18,549","4,597","78,131","19,468","9,307","6,837","3,969","19,100",Y,14,"2,792",0,"2,637",51
Plano Public Library System,"2,89,547",10-01-2022,09/30/2023,Plano,(972) 769-4208,"$1,17,92,394.00","$7,15,169.00","$10,81,356.00","$50,00,000.00","$50,00,000.00",Y,Y,"4,98,741","10,885","67,240","26,981","6,83,853","14,59,158","2,12,543","10,30,863","7,70,832","34,97,389",Y,195,"70,751","12,71,079","3,410",52
Pleasanton Public Library,"25,471",10-01-2022,09/30/2023,Pleasanton,(830) 569-5901,"$2,53,968.00","$11,610.00","$6,282.00",$0.00,$0.00,Y,Y,"36,840","1,396","17,785","5,745","66,726","35,136","10,606","10,418","4,930","29,992",Y,16,"3,740",0,"2,019",52
Betty Foster Public Library,"2,588",10-01-2022,09/30/2023,Ponder,(940) 479-2683,"$21,702.00","$4,952.00",$0.00,$0.00,$0.00,Y,Y,"9,641",325,"15,037","4,292","29,295","2,417","2,387",894,230,"2,711",Y,4,0,0,985,49
William R Bill Ellis Memorial Library,"3,277",10-01-2022,09/30/2023,Port Aransas,(361) 749-4116,"$3,18,488.00","$2,258.00","$2,500.00",$0.00,$0.00,Y,Y,"12,765",368,"40,646","13,839","68,827","11,458","6,409","8,735","4,532","17,151",Y,5,"1,060",0,"1,999",52
Port Arthur Public Library,"55,579",10-01-2022,09/30/2023,Port Arthur,(409) 985-8838,"$10,93,981.00","$75,982.00","$8,735.00",$0.00,$0.00,Y,Y,"31,434",815,"38,477","21,711","94,641","82,978","2,708","11,806","5,646","21,703",Y,38,"8,482","1,54,372","2,965",52
Port Isabel Public Library,"6,968",10-01-2022,09/30/2023,Port Isabel,(956) 943-1822,"$1,08,164.00","$7,869.00",$0.00,$0.00,$0.00,Y,Y,"28,898",644,"25,563","9,377","66,973","22,189","24,650","3,810","2,047","6,943",Y,19,"1,003",0,"1,950",52
