Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Richland Hills Public Library,"7,953",10-01-2019,09/30/2020,Richland Hills,8176163760,"$284,784","$18,964","$4,591","$335,910","$336,483",Yes,Yes,"21,977","1,853","21,413","7,683","56,833","8,791","5,399","20,684","1,142","36,957",Yes,4,"2,423",0,"1,760",40
Fort Bend County Libraries,"7,69,446",10-01-2019,09/30/2020,Richmond,2816334702,"$13,783,605","$1,425,421","$907,542",$0,"$19,355,797",Yes,Yes,"8,17,392","61,699","38,847","30,308","10,24,904","8,83,104","3,73,785","5,65,120","2,98,782","22,07,805",Yes,467,"1,57,573","12,40,779","1,548",24
Missouri City Branch Library,,,,Missouri City,2812382100,,,,,,,,,,,,,,,,,,,,,,,
Albert George Branch Library,,,,Needville,9797934270,,,,,,,,,,,,,,,,,,,,,,,
George Memorial Library,,,,Richmond,2813424455,,,,,,,,,,,,,,,,,,,,,,,
Fort Bend County Law Library,,,,Richmond,2813413718,,,,,,,,,,,,,,,,,,,,,,,
Bob Lutts Fulshear/Simonton Branch Library,,,,Fulshear,2813461432,,,,,,,,,,,,,,,,,,,,,,,
Mamie George Branch Library,,,,Stafford,2814918086,,,,,,,,,,,,,,,,,,,,,,,
First Colony Branch Library,,,,Sugar Land,2812654444,,,,,,,,,,,,,,,,,,,,,,,
Cinco Ranch Branch Library,,,,Katy,2813951311,,,,,,,,,,,,,,,,,,,,,,,
Sugar Land Branch Library,,,,Sugar Land,2812778934,,,,,,,,,,,,,,,,,,,,,,,
Sienna Branch Library,,,,Missouri City,2812382900,,,,,,,,,,,,,,,,,,,,,,,
University Branch Library,,,,Sugar Land,2816335100,,,,,,,,,,,,,,,,,,,,,,,
Mission Bend Branch Library,,,,Houston,8324715900,,,,,,,,,,,,,,,,,,,,,,,
Rio Hondo Public Library,"3,828",10-01-2019,09/30/2020,Rio Hondo,9567483322,"$11,711","$2,798",$984,"$41,866","$43,327",Yes,Yes,"12,626",61,"22,329","3,550","39,073","2,725","3,210",608,244,"1,516",Yes,16,787,0,900,32
Roanoke Public Library,"9,388",10-01-2019,09/30/2020,Roanoke,8174912691,"$592,694","$14,592","$16,025","$739,139","$739,139",Yes,Yes,"32,591","1,523","10,346",562,"51,346","92,350","8,541","30,006","5,623","79,797",Yes,16,"5,231",0,"3,016",52
Coke County Library,"3,387",10-01-2019,09/30/2020,Robert Lee,3254532495,"$12,877","$1,332",$0,$0,"$18,028",Yes,Yes,"11,243",271,0,0,"11,724",784,125,860,0,"1,733",Yes,1,84,0,988,48
Nueces County Public Libraries,"31,427",10-01-2019,09/30/2020,Robstown,3613873431,"$614,918","$95,100","$74,468",$0,"$1,203,180",Yes,Yes,"37,072",474,"13,449","1,483","59,713","23,423","12,190","27,641","1,04,508","1,80,622",Yes,80,"1,461","1,15,014",775,24
Bishop Branch Library,,,,Bishop,3615842222,,,,,,,,,,,,,,,,,,,,,,,
Honorable Noah O Kennedy Jr Law Library,,,,Corpus Christi,3618880343,,,,,,,,,,,,,,,,,,,,,,,
Lucy Hill Patterson Memorial Library,"5,503",10-01-2019,09/30/2020,Rockdale,5124463410,"$143,177","$7,475",$0,"$193,211","$193,211",Yes,Yes,"23,412",534,0,0,"24,354","5,801","12,040","4,873",0,"7,084",Yes,16,"2,621",0,"1,699",45
Aransas County Public Library,"22,984",01-01-2020,12/31/2020,Rockport,3617900153,"$186,670","$23,622",$0,$0,"$250,651",Yes,Yes,"40,384",592,"23,174","3,900","68,630","10,216","12,790","9,883","7,870","19,570",Yes,3,"1,953",0,"2,176",46
Claud H Gilmer Memorial Library,"1,932",09-01-2019,08/31/2020,Rocksprings,8306838130,"$93,170","$8,291","$6,791",$0,"$122,290",Yes,Yes,"19,325",0,"18,248","4,379","43,528","26,146","1,494","3,840","2,615","25,007",Yes,23,"21,000","9,865","2,120",48
Rockwall County Library,"82,986",10-01-2019,09/30/2020,Rockwall,9722047700,"$988,796","$138,119","$35,503",$0,"$1,322,045",Yes,Yes,"1,05,221","6,878","24,448","13,151","1,55,520","87,611","55,900","70,444","26,302","2,12,486",Yes,53,"8,842",0,"1,832",44
Rotan Public Library,"3,830",01-01-2020,12/31/2020,Rotan,3257353362,"$12,429",$0,$0,"$12,429","$17,568",Yes,Yes,"12,617",199,0,0,"13,798",50,762,36,0,37,Yes,6,40,0,760,38
Round Rock Public Library System,"1,33,372",10-01-2019,09/30/2020,Round Rock,5122187000,"$2,396,599","$175,807","$216,680","$3,057,941","$3,060,593",Yes,Yes,"1,51,223","12,763","27,154","10,673","2,15,389","2,19,736","65,574","2,32,044","1,16,257","9,29,766",Yes,60,"29,682","3,03,392","2,138",44
Singletary Memorial Library,"3,702",10-01-2019,09/30/2020,Rusk,9036835916,"$107,500","$8,000",$0,"$125,500","$125,500",Yes,Yes,"27,924",409,"13,674",0,"43,325","67,153","5,248","6,521",487,"12,582",Yes,7,"24,982",0,"2,080",46
John Ed Keeter Public Library,"24,310",10-01-2019,09/30/2020,Saginaw,8172300300,"$445,446","$44,788","$13,510","$631,570","$694,696",Yes,Yes,"71,283","5,615","21,413","7,683","1,13,368","41,032","7,220","28,020","7,712","65,068",Yes,27,"3,956",0,"1,940",42
Tom Green County Library System,"1,19,200",10-01-2019,09/30/2020,San Angelo,3256557321,"$1,778,237","$255,876","$163,695",$0,"$2,660,414",Yes,Yes,"2,26,756","8,844","40,297","6,524","3,16,470","1,47,799","75,254","1,20,099","84,425","2,88,794",Yes,32,"10,506","1,36,000","2,664",41
Angelo West Branch Library,,,,San Angelo,3256596436,,,,,,,,,,,,,,,,,,,,,,,
North Angelo Branch Library,,,,San Angelo,3256538412,,,,,,,,,,,,,,,,,,,,,,,
San Antonio Public Library,"18,45,675",10-01-2019,09/30/2020,San Antonio,2102072500,"$25,125,277","$1,974,673","$2,834,364","$40,276,786","$43,668,773",Yes,Yes,"13,82,529","1,10,387","2,00,807","1,02,039","19,86,665","22,25,213","6,61,062","17,66,896","19,82,430","52,33,341",Yes,890,"2,79,206","18,12,839","1,527",24
Bazan Branch Library,,,,San Antonio,2102079160,,,,,,,,,,,,,,,,,,,,,,,
Brook Hollow Branch Library,,,,San Antonio,2102079030,,,,,,,,,,,,,,,,,,,,,,,
Carver Branch Library,,,,San Antonio,2102079180,,,,,,,,,,,,,,,,,,,,,,,
Cody Branch Library,,,,San Antonio,2102079100,,,,,,,,,,,,,,,,,,,,,,,
Collins Garden Branch Library,,,,San Antonio,2102079120,,,,,,,,,,,,,,,,,,,,,,,
Cortez Branch Library,,,,San Antonio,2102079130,,,,,,,,,,,,,,,,,,,,,,,
Johnston Branch Library,,,,San Antonio,2102079240,,,,,,,,,,,,,,,,,,,,,,,
Landa Branch Library,,,,San Antonio,2102079090,,,,,,,,,,,,,,,,,,,,,,,
Las Palmas Branch Library,,,,San Antonio,2102079200,,,,,,,,,,,,,,,,,,,,,,,
McCreless Branch Library,,,,San Antonio,2102079170,,,,,,,,,,,,,,,,,,,,,,,
Memorial Branch Library,,,,San Antonio,2102079140,,,,,,,,,,,,,,,,,,,,,,,
Tobin Library,,,,San Antonio,2102079040,,,,,,,,,,,,,,,,,,,,,,,
Pan American Branch Library,,,,San Antonio,2102079150,,,,,,,,,,,,,,,,,,,,,,,
San Pedro Branch Library,,,,San Antonio,2102079050,,,,,,,,,,,,,,,,,,,,,,,
Westfall Branch Library,,,,San Antonio,2102079220,,,,,,,,,,,,,,,,,,,,,,,
Forest Hills Branch Library,,,,San Antonio,2102079230,,,,,,,,,,,,,,,,,,,,,,,
Thousand Oaks Branch Library,,,,San Antonio,2102079190,,,,,,,,,,,,,,,,,,,,,,,
Great Northwest Branch Library,,,,San Antonio,2102079210,,,,,,,,,,,,,,,,,,,,,,,
Guerra Branch Library,,,,San Antonio,2102079070,,,,,,,,,,,,,,,,,,,,,,,
Semmes Branch Library,,,,San Antonio,2102079110,,,,,,,,,,,,,,,,,,,,,,,
Maverick Branch Library,,,,San Antonio,2102079060,,,,,,,,,,,,,,,,,,,,,,,
Igo Branch Library,,,,San Antonio,2102079080,,,,,,,,,,,,,,,,,,,,,,,
Pruitt Branch Library,,,,San Antonio,2106501122,,,,,,,,,,,,,,,,,,,,,,,
Mission Branch Library,,,,San Antonio,2102072704,,,,,,,,,,,,,,,,,,,,,,,
Parman Library,,,,San Antonio,2102072703,,,,,,,,,,,,,,,,,,,,,,,
Kampmann Library Portal,,,,San Antonio,2102072611,,,,,,,,,,,,,,,,,,,,,,,
Encino Branch Library,,,,San Antonio,2102079250,,,,,,,,,,,,,,,,,,,,,,,
Potranco Branch Library,,,,San Antonio,2102079280,,,,,,,,,,,,,,,,,,,,,,,
Schaefer Branch Library,,,,San Antonio,2102079300,,,,,,,,,,,,,,,,,,,,,,,
San Augustine Public Library,"8,237",07-01-2019,06/30/2020,San Augustine,9362755367,"$116,490","$12,698","$4,221","$150,527","$161,694",Yes,Yes,"23,521","1,083","1,623",0,"28,325","9,089","5,018","9,862","2,497","13,907",Yes,11,"2,301",0,"2,070",46
San Benito Public Library,"34,281",10-01-2019,09/30/2020,San Benito,9563613860,"$246,244","$19,691","$6,000","$360,651","$360,651",Yes,Yes,"31,247",0,0,0,"37,326","34,632","39,021","8,038",0,"10,319",Yes,24,"4,188",0,"1,936",44
San Juan Memorial Library,"56,428",10-01-2019,09/30/2020,San Juan,9567020926,"$308,990","$6,720",$0,"$346,481","$374,667",Yes,Yes,"38,352",149,"9,761","11,222","63,361","26,833","22,786","4,662",0,"10,426",Yes,60,"7,472","22,248","2,760",46
San Marcos Public Library,"81,631",10-01-2019,09/30/2020,San Marcos,5123938200,"$1,617,660","$116,238","$29,434","$1,760,611","$1,855,093",Yes,Yes,"1,58,718","3,991","20,914","5,198","2,04,344","1,25,000","45,447","1,62,057","56,719","3,29,127",Yes,38,"23,944",0,"1,621",24
Rylander Memorial Library,"6,055",10-01-2019,09/30/2020,San Saba,3253723079,"$51,434","$11,754","$1,500",$0,"$80,027",Yes,Yes,"13,860",846,"29,234","6,263","50,679","7,131","2,704","6,411","1,526","11,609",Yes,7,"1,034",0,"1,236",48
Terrell County Public Library,776,10-01-2019,09/30/2020,Sanderson,4323452294,"$14,451","$5,141",$0,$0,"$27,203",Yes,Yes,"23,071",253,0,0,"25,267","2,182",327,"4,290",0,"4,477",Yes,9,551,0,740,42
Mae S Bruce Library,"15,614",10-01-2019,09/30/2020,Santa Fe,4099255540,"$207,043","$10,639","$12,719","$258,450","$282,528",Yes,Yes,"26,864",572,"58,857","19,122","1,06,493","15,272","2,279","10,917","7,797","29,682",Yes,8,"3,468","6,555","1,918",44
Schertz Public Library,"1,16,923",10-01-2019,09/30/2020,Schertz,2106191700,"$810,142","$89,895","$36,549","$817,271","$1,071,513",Yes,Yes,"78,723","3,522","14,592","5,586","1,19,510","1,02,297","31,296","78,076","31,170","2,20,019",Yes,56,"15,455","43,414","1,719",32
Schulenburg Public Library,"2,913",10-01-2019,09/30/2020,Schulenburg,9797433345,"$184,215","$6,744","$4,639","$217,800","$237,101",Yes,Yes,"41,275",495,"12,303",999,"59,040","5,636","4,291","14,646","1,474","22,805",Yes,20,"1,768","9,357","1,191",28
Virgil & Josephine Gordon Memorial Library,"10,603",01-01-2020,12/31/2020,Sealy,9798857469,"$83,053","$9,314",$0,"$25,000","$122,147",Yes,Yes,"35,006",500,0,0,"37,466","7,512","12,628","8,194",0,"12,269",Yes,10,"6,144",0,"1,755",46
Seguin Public Library,"43,391",10-01-2019,09/30/2020,Seguin,8304012422,"$1,010,932","$61,065","$29,391","$1,127,469","$1,392,417",Yes,Yes,"71,037","1,622","1,42,722","42,834","2,62,268","96,186","15,915","1,05,122","28,286","2,18,577",Yes,66,"19,678","60,813","2,233",39
Gaines County Library,"21,492",10-01-2019,09/30/2020,Seminole,4327584007,"$339,028","$27,615","$4,156",$0,"$394,537",Yes,Yes,"38,611","1,458","18,428","2,781","63,961","34,129","5,799","16,784","5,843","52,644",Yes,15,"1,776","6,222","1,907",42
Gaines County Library-Seagraves,,,,Seagraves,8065462480,,,,,,,,,,,,,,,,,,,,,,,
Baylor County Free Library,"3,509",10-01-2019,09/30/2020,Seymour,9408892007,"$15,115","$16,000",$0,"$27,771","$32,951",Yes,Yes,"25,157",150,0,0,"25,457",0,"5,300","11,435",0,"13,435",Yes,6,624,0,"1,200",40
Shamrock Community Library,"5,056",01-01-2020,12/31/2020,Shamrock,8062563921,"$20,037","$4,975",$0,"$30,040","$39,658",Yes,Yes,"30,712",0,"5,718","1,464","37,894","3,900","1,925","2,300",450,"7,357",Yes,4,950,0,900,45
Shepherd Public Library,"2,413",10-01-2019,09/30/20,Shepherd,9366283515,"$85,725","$10,707",$0,"$4,599","$4,599",Yes,Yes,"6,116",257,0,0,"8,269","2,713","4,885","4,745",0,"4,966",Yes,10,0,0,"1,688",47
Sheridan Memorial Library,"5,418",01-01-2020,12/31/2020,Sheridan,9792345154,"$10,075","$1,500",$0,$0,"$22,550",No,No,"8,025",0,0,0,"9,146",425,535,531,0,582,Yes,3,125,0,"1,275",50
Sherman Public Library,"44,002",10-01-2019,09/30/2020,Sherman,9038927240,"$611,376","$38,181","$41,398","$867,277","$867,277",Yes,Yes,"46,902","4,033","33,391","6,339","94,762","1,06,750","32,078","43,911","23,322","1,11,182",Yes,20,"12,608","16,661","2,252",46
Silsbee Public Library,"13,046",10-01-2019,09/30/2020,Silsbee,4093854831,"$146,322","$8,874","$2,250","$170,002","$179,502",Yes,Yes,"47,864","1,151","14,430","1,475","69,915","20,712","5,616","16,681","1,218","21,104",Yes,10,"1,587",0,"1,949",43
Sinton Public Library,"7,923",10-01-2019,09/30/2020,Sinton,3613644545,"$171,768","$9,290",$0,"$217,959","$221,191",Yes,Yes,"21,174",346,0,0,"22,531","9,110","7,401","5,165",0,"8,447",Yes,12,"1,943",0,"2,109",47
Smithville Public Library,"12,817",10-01-2019,09/30/2020,Smithville,5122373282,"$233,035","$26,797","$4,194","$283,532","$308,736",Yes,Yes,"42,568","1,727","20,254","5,184","73,962","15,867","7,063","34,678","3,684","49,545",Yes,16,"2,875",0,"1,423",40
Scurry County Library,"16,703",01-01-2020,12/31/2020,Snyder,3255735572,"$352,743","$19,029","$2,250",$0,"$400,816",Yes,Yes,"60,160","1,957","2,789","1,103","68,267","23,862","10,563","36,199","3,721","57,257",Yes,17,"1,118",0,"2,006",34
Sutton County Library,"3,776",10-01-2019,09/30/2020,Sonora,3253872111,"$119,776","$9,719","$1,500",$0,"$168,618",Yes,Yes,"15,523","1,756","14,256","2,852","34,534","11,410","2,330","1,859","1,027","4,494",Yes,10,"1,586",0,"2,322",52
Alma M Carpenter Public Library,"3,793",01-01-2020,12/31/2020,Sour Lake,4092873592,"$66,472","$3,108",$0,"$95,553","$102,796",Yes,Yes,"11,148","1,868",0,0,"14,459","2,743",999,885,0,"1,465",Yes,5,605,0,"2,016",45
Hansford County Library,"5,399",01-01-2020,12/31/2020,Spearman,8066592231,"$71,643","$10,189",$0,"$37,200","$106,339",Yes,Yes,"20,262","1,310","16,693","4,346","44,499","5,225","1,272","10,060","1,325","15,803",Yes,6,233,0,"1,365",43
Dickens County Spur Public Library,"2,211",09-01-2019,08/31/2020,Spur,8062713714,"$12,355","$5,113","$1,500","$8,100","$20,308",Yes,Yes,"15,359",196,"17,161","2,003","35,794","2,978",960,"3,123","1,214","4,763",Yes,8,373,0,915,45
Martin County Library,"5,771",01-01-2020,12/31/2020,Stanton,4327562472,"$153,690","$28,235",$0,$0,"$194,504",Yes,Yes,"25,893",993,0,0,"28,794","10,087","3,468","6,803",0,"8,789",Yes,16,887,0,"1,704",45
Stephenville Public Library,"21,247",10-01-2019,09/30/2020,Stephenville,2549181240,"$194,130","$13,000","$3,000","$257,788","$265,022",Yes,Yes,"29,842",900,0,0,"38,371","25,500","20,986","19,873",0,"26,497",Yes,10,"12,167",0,"1,880",43
Sherman County Public Library,"3,022",10-01-2019,09/30/2020,Stratford,8063662200,"$92,253","$7,817","$1,407",$0,"$128,815",Yes,Yes,"19,270","2,743","5,718","1,464","30,884","10,142","1,935","7,848","16,104","29,635",Yes,13,"1,276","2,573","1,394",34
Sulphur Springs Public Library,"37,084",10-01-2019,09/30/2020,Sulphur Springs,9038854926,"$254,864","$19,962","$6,000","$338,464","$375,644",Yes,Yes,"34,719","2,082","28,965","6,154","73,451","42,346","14,379","17,062","9,246","37,995",Yes,22,"7,498",0,"2,548",46
County-City Library,"14,714",10-01-2019,09/30/2020,Sweetwater,3252354978,"$206,812","$13,939","$3,000","$38,500","$265,337",Yes,Yes,"40,505","1,398","15,560","3,003","62,160","21,963","10,420","12,475","2,116","20,257",Yes,9,"2,253",0,"1,763",47
City County Library,"5,951",10-01-2019,09/30/2020,Tahoka,8065614050,"$101,596","$9,043","$1,777","$72,986","$142,500",Yes,Yes,"6,737",585,"2,918",590,"11,412","5,593","1,626","3,068",968,"8,231",Yes,4,201,368,"1,724",44
Taylor Public Library,"17,383",10-01-2019,09/30/2020,Taylor,5123523434,"$361,102","$26,826","$3,000","$418,094","$418,094",Yes,Yes,"54,947","1,189","9,698","4,725","72,100","26,022","12,093","18,741","4,109","38,922",Yes,14,"7,714","20,622","1,258",27
Teague Public Library,"10,817",10-01-2019,09/30/2020,Teague,2547393311,"$87,314","$7,571",$625,"$122,620","$146,934",Yes,Yes,"17,751",18,"16,003",0,"34,235","7,855","4,313","10,726","23,460","35,692",Yes,6,"1,424",0,"1,118",37
Temple Public Library,"78,439",10-01-2019,09/30/2020,Temple,2542985555,"$1,198,252","$152,156","$17,595","$1,676,144","$1,682,715",Yes,Yes,"1,46,645","7,341","23,281","6,358","1,90,845","1,57,301","57,533","1,34,622","44,086","2,85,648",Yes,33,"16,661",0,"2,814",42
Temple Public Library Bookmobile,,,,Temple,2542985288,,,,,,,,,,,,,,,,,,,,,,,
Riter C Hulsey Public Library,"57,182",10-01-2019,09/30/2020,Terrell,9725516663,"$780,996","$23,850","$22,648","$903,743","$992,915",Yes,Yes,"67,088","1,883","28,687","4,603","1,06,211","45,923","8,564","18,748","5,15,319","6,76,005",Yes,13,"5,187","11,414","1,308",28
Texarkana Public Library,"36,317",10-01-2019,09/30/2020,Texarkana,9037942149,"$617,622","$42,372","$19,359","$600,000","$1,104,476",Yes,Yes,"82,017","4,204",385,"2,512","97,487","68,458","39,805","44,162",904,"62,893",Yes,19,"13,962","23,560","2,310",42
Moore Memorial Public Library,"58,160",10-01-2019,09/30/2020,Texas City,4096435970,"$801,825","$54,456","$80,114","$1,480,872","$1,556,602",Yes,Yes,"1,31,707","5,032","11,169","2,198","1,89,603","23,409","23,782","33,066","12,615","58,371",Yes,6,564,"54,292",853,27
The Colony Public Library,"59,643",10-01-2019,09/30/2020,The Colony,9726251900,"$968,512","$28,785","$62,240","$1,117,890","$1,165,308",Yes,Yes,"58,966","3,304","23,951","12,601","1,06,301","33,883","20,534","33,104","22,703","99,983",Yes,30,"5,673","34,729","1,037",23
Swisher County Library,"7,397",10-01-2019,09/30/2020,Tulia,8069953447,"$59,406","$10,101",$716,"$9,500","$92,148",Yes,Yes,"12,319",802,"5,718","1,464","20,474","9,456","1,935","5,014",662,"8,300",Yes,5,"1,122","2,208","1,605",39
Tyler Public Library,"1,06,985",10-01-2019,09/30/2020,Tyler,9035937323,"$1,125,235","$71,636","$57,897","$1,521,372","$1,577,626",Yes,Yes,"1,63,746","5,764","28,706","6,197","2,17,020","2,23,829","10,128","89,080","44,764","2,32,908",Yes,30,"11,254",0,"1,860",44
El Progreso Memorial Library,"21,426",07-01-2019,06/30/2020,Uvalde,8302782017,"$231,466","$14,575",$0,"$102,000","$433,089",Yes,Yes,"68,394","1,048","5,530","1,403","78,332","46,306","19,530","50,781","1,800","70,950",Yes,16,"5,000",0,"2,100",40
Van Alstyne Public Library,"6,669",10-01-2019,09/30/2020,Van Alstyne,9034825991,"$156,119","$6,588","$1,620","$198,170","$222,169",Yes,Yes,"17,156",430,"28,744","4,640","51,991","11,686","2,540","9,207","2,553","21,898",Yes,8,981,"5,694","1,008",23
Van Horn City County Library,"2,171",04-01-2019,03/31/2020,Van Horn,4322832855,"$111,049","$3,131",$0,"$71,000","$139,910",Yes,Yes,"18,986",406,0,0,"19,689","7,476",317,"1,023",0,"1,433",Yes,6,829,0,"1,852",47
Carnegie City-County Library,"12,769",10-01-2019,09/30/2020,Vernon,9405522462,"$102,980","$10,449",$0,"$69,884","$149,411",Yes,Yes,"30,805","2,051",0,0,"34,609","10,000","7,800","12,492",0,"15,654",Yes,9,"4,000",0,"1,500",48
Victoria Public Library,"92,084",10-01-2019,09/30/2020,Victoria,3614853301,"$1,306,320","$130,638","$127,738","$2,175,669","$2,209,412",Yes,Yes,"78,722","9,713","27,764","5,077","1,37,312","1,13,582","39,793","1,70,108","31,239","2,80,504",Yes,45,"17,103","50,837","1,880",42
Vidor Public Library,"10,403",10-01-2019,09/30/2020,Vidor,4097697148,"$144,765","$13,778","$3,000","$216,790","$233,158",Yes,Yes,"36,117",296,"18,196","1,603","59,185","19,200","8,025","5,098","3,345","11,930",Yes,7,"1,257","1,279","1,627",38
Waco-McLennan County Library,"2,15,404",10-01-2019,09/30/2020,Waco,2547505941,"$2,659,809","$445,087","$118,794","$3,058,711","$3,982,344",Yes,Yes,"2,95,634","17,110","1,32,358","39,359","5,07,281","1,97,617","78,372","2,28,068","49,712","5,00,203",Yes,152,"55,191","1,87,608","1,985",39
East Waco Library,,,,Waco,2547508620,,,,,,,,,,,,,,,,,,,,,,,
South Waco Library,,,,Waco,2547508621,,,,,,,,,,,,,,,,,,,,,,,
West Waco Library & Genealogy Center,,,,Waco,2547456018,,,,,,,,,,,,,,,,,,,,,,,
Austin County Library System,"15,210",10-01-2019,09/30/2020,Wallis,9794786813,"$131,926","$10,000","$1,600",$0,"$150,404",Yes,Yes,"37,892",729,0,0,"42,599","18,150","5,044","17,560",0,"25,530",Yes,13,"1,315",0,"1,174",52
West End Library,,,,Industry,9793574434,,,,,,,,,,,,,,,,,,,,,,,
Knox Memorial Library,,,,Wallis,9794786813,,,,,,,,,,,,,,,,,,,,,,,
Nicholas P Sims Library & Lyceum,"37,988",10-01-2019,09/30/2020,Waxahachie,9729372671,"$793,387","$64,128","$21,297","$1,100,184","$1,116,536",Yes,Yes,"46,848","3,883","28,589","5,854","90,321","50,094","14,457","31,163","19,044","79,778",Yes,34,"2,381","29,529","1,354",35
Weatherford Public Library,"1,08,834",10-01-2019,09/30/2020,Weatherford,8175984150,"$844,463","$116,478","$20,059","$1,041,073","$1,114,226",Yes,Yes,"86,709","3,249","21,413","7,683","1,27,058","77,544","24,525","1,37,849","43,960","3,05,260",Yes,8,"9,687","1,54,773","2,414",45
Collingsworth Public Library,"2,920",09-01-2019,08/31/2020,Wellington,8064473183,"$119,349","$20,256","$4,951",$0,"$172,823",Yes,Yes,"23,381",948,"5,908","1,477","33,348","21,758","1,240","12,173","1,145","19,578",Yes,5,739,"18,964","1,796",41
Mayor Joe V Sanchez Public Library,"63,474",10-01-2019,09/30/2020,Weslaco,9569684533,"$549,585","$44,680","$9,235","$872,834","$884,406",Yes,Yes,"88,298","2,322","9,761","11,222","1,13,781","88,230","41,901","9,796","3,381","33,501",Yes,75,"31,618","49,150","1,410",30
Wharton County Library,"41,556",01-01-2020,12/31/2020,Wharton,9795328080,"$796,425","$56,855","$12,442",$0,"$1,180,682",Yes,Yes,"1,12,892","4,174","51,031","19,328","1,91,844","1,43,147","18,899","47,888","13,085","1,13,102",Yes,38,"10,339","29,000","2,287",46
East Bernard Branch Library,,,,East Bernard,9793356142,,,,,,,,,,,,,,,,,,,,,,,
El Campo Branch Library,,,,El Campo,9795432362,,,,,,,,,,,,,,,,,,,,,,,
Louise Branch Library,,,,Louise,9796482018,,,,,,,,,,,,,,,,,,,,,,,
White Settlement Public Library,"17,851",10-01-2019,09/30/2020,White Settlement,8173670166,"$269,352","$20,647","$3,000","$346,500","$363,275",Yes,Yes,"51,050",731,"22,207","8,035","86,598","30,259","5,826","22,965","4,928","44,854",Yes,17,"4,413","5,392","1,179",24
Whitesboro Public Library,"6,276",10-01-2019,09/30/2020,Whitesboro,9035645432,"$188,546","$20,000","$5,225","$257,440","$306,934",Yes,Yes,"36,972","1,987","23,681",0,"63,854","21,004","15,629","42,268",485,"50,139",Yes,18,"1,474","3,874","1,384",32
Whitewright Public Library,"2,618",10-01-2019,09/30/2020,Whitewright,9033642955,"$57,088","$6,351","$2,089","$71,932","$78,290",Yes,Yes,"12,464",796,"28,843","6,063","50,548","5,351","2,691","6,890","5,411","18,181",Yes,5,878,0,745,35
Wichita Falls Public Library,"1,04,683",10-01-2019,09/30/2020,Wichita Falls,9407670868,"$1,016,152","$159,360","$102,146","$1,531,121","$1,563,400",Yes,Yes,"1,55,883","8,896","5,42,482","3,73,339","11,25,509","87,621","51,791","1,96,780","1,04,454","3,81,220",Yes,32,"14,139","1,07,237","2,404",45
Wimberley Village Library,"24,469",01-01-2020,12/31/2020,Wimberley,5128472188,"$345,713","$46,192","$19,258","$844,793","$900,431",Yes,Yes,"34,032",899,"24,060","4,642","66,697","37,978","7,418","59,040","17,604","1,02,692",Yes,9,"3,396",0,"2,600",50
Winters Public Library,"4,946",01-01-2020,12/31/2020,Winters,3257544251,"$10,402","$1,785",$0,"$3,600","$22,837",Yes,Yes,"9,760",256,0,0,"10,136","1,300","2,365","1,111",0,"1,304",Yes,3,800,0,"1,086",41
Wolfe City Public Library,"3,387",01-01-2020,12/31/2020,Wolfe City,9034967311,"$9,907",$245,$0,"$10,000","$31,125",Yes,Yes,"17,028",234,0,0,"17,789","2,268","3,253","1,144",0,"1,982",Yes,8,324,0,"1,000",42
Allan Shivers Library & Museum,"21,672",01-01-2020,12/31/2020,Woodville,4092833709,"$131,442","$14,574","$4,950","$23,500","$187,084",Yes,Yes,"26,253",646,"14,782","1,554","45,710","10,348","1,964","5,616","2,263","10,049",Yes,9,"2,206",0,"1,486",41
Rita & Truett Smith Public Library,"59,655",10-01-2019,09/30/2020,Wylie,9725166250,"$1,670,585","$150,722","$35,546","$2,035,267","$2,075,543",Yes,Yes,"1,03,110","4,925","29,734","6,680","1,56,228","1,52,594","50,822","98,753","33,908","4,41,211",Yes,49,"9,423","1,67,000","2,082",45
Carl & Mary Welhausen Library,"5,940",10-01-2019,09/30/2020,Yoakum,3612935001,"$122,189","$15,852","$1,000","$163,291","$189,970",Yes,Yes,"12,441",589,"21,287","3,398","40,069","14,203","2,523","11,690","1,199","16,549",Yes,10,"1,523",0,"1,702",44
Yorktown Public Library,"2,050",10-01-2019,09/30/2020,Yorktown,3615643232,"$27,172","$6,112","$1,500","$52,064","$53,402",Yes,Yes,"20,089",360,"20,015","2,882","45,841","3,719",724,"3,244",139,"5,278",Yes,6,551,0,"1,122",45
Balch Springs Library - Learning Center,"25,007",10-01-2019,09/30/2020,Balch Springs,9729133000,"$276,698","$12,178","$3,600","$345,307","$345,307",Yes,Yes,"25,195",695,"24,830","6,027","59,719","27,922","9,673","4,890","1,308","15,463",Yes,26,"4,566","14,354","1,182",29
