Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Dallas Public Library,"13,41,075",10-01-2017,9/30/2018,Dallas,2146701400,"$20,175,387","$2,636,836","$879,857","$30,867,196","$31,843,013",Yes,Yes,"38,44,970","1,87,306","2,00,641","2,42,961","48,42,296","33,65,619","6,57,150","46,80,582","43,32,350","1,17,03,958",Yes,611,0,"29,10,760","2,928",52
DeSoto Public Library,"53,568",10-01-2017,9/30/2018,De Soto,9722309658,"$798,520","$50,915","$15,705","$1,049,814","$1,063,748",Yes,Yes,"78,095","3,479","2,125",396,"98,899","1,98,773","12,879","1,64,429","6,571","4,03,372",Yes,48,"91,194","25,648","3,445",52
Denison Public Library,"24,380",10-01-2017,9/30/2018,Denison,9034651797,"$586,658","$41,593","$5,757","$749,885","$848,189",Yes,Yes,"62,396","1,141","9,884","2,649","78,768","1,41,800","5,442","64,539","6,726","1,20,306",Yes,24,"21,321","46,779","2,743",52
Duncanville Public Library,"39,487",10-01-2017,9/30/2018,Duncanville,9727805050,"$667,134","$63,098","$7,715","$875,147","$879,343",Yes,Yes,"86,627","3,690","15,589","1,177","1,13,117","1,65,073","31,508","49,292","7,670","1,16,749",Yes,22,"57,073","62,030","2,782",52
Rains County Public Library,"11,762",10-01-2017,9/30/2018,Emory,9034735096,"$98,249","$20,679","$3,300",$0,"$145,000",Yes,Yes,"22,225","1,350","10,533",639,"36,867","24,652","8,849","33,207","6,431","50,897",Yes,9,"3,662",0,"2,036",52
Ennis Public Library,"19,261",10-01-2017,9/30/2018,Ennis,9728755360,"$367,137","$27,835","$3,599","$455,662","$465,159",Yes,Yes,"28,665","1,105","20,309","4,317","55,999","61,906","14,184","31,529","3,263","67,366",Yes,15,"10,544","25,353","2,239",52
Farmers Branch Manske Public Library,"37,088",10-01-2017,9/30/2018,Farmers Branch,9722472511,"$651,930","$98,815","$79,902","$1,812,345","$1,871,741",Yes,Yes,"1,43,854","7,527","3,18,708","79,240","5,75,151","1,41,364","39,551","99,433","13,406","2,05,894",Yes,39,"28,227",0,"3,792",52
Charles J Rike Memorial Library,"3,928",10-01-2017,9/30/2018,Farmersville,9727826681,"$116,939","$4,918",$0,"$166,786","$174,000",Yes,Yes,"20,430","1,518",0,0,"24,916","12,351","5,508","16,067",0,"18,811",Yes,8,"1,641",0,"1,352",50
Ferris Public Library,"2,622",10-01-2017,9/30/2018,Ferris,9725443696,"$116,587","$7,536","$1,500","$183,286","$183,286",Yes,Yes,"19,628",368,"19,774","3,539","45,560","20,519","2,140","9,589","1,431","22,009",Yes,23,"9,045",0,"1,924",48
Ellen Brooks West Memorial Library of Forney,"38,005",07-01-2017,6/30/2018,Forney,9725647027,"$132,999","$15,277","$5,023","$57,728","$165,644",Yes,Yes,"17,831",517,439,0,"19,161","5,099","11,337","15,284",378,"19,161",Yes,9,"1,181",0,"2,340",50
Frankston Depot Library,"2,707",01-01-2018,12/31/2018,Frankston,9038764463,"$24,884","$24,500",$0,"$16,912","$39,612",Yes,Yes,"15,060",695,0,0,"17,011","2,745","2,206","2,705",0,"3,480",Yes,4,732,0,"1,200",52
Frisco Public Library,"1,77,286",10-01-2017,9/30/2018,Frisco,9722925669,"$3,407,915","$522,723","$345,480","$4,990,874","$5,002,349",Yes,Yes,"1,58,357","3,135","32,546","6,659","2,23,480","6,51,002","89,299","6,05,215","2,04,375","24,93,413",Yes,78,"75,195","5,05,443","3,461",52
Cooke County Library,"36,757",10-01-2017,9/30/2018,Gainesville,9406685530,"$326,178","$42,600","$8,058",$0,"$466,713",Yes,Yes,"47,669","2,399","1,476","9,132","64,533","74,670","9,750","49,500","4,525","86,116",Yes,26,"9,591","40,134","2,501",52
Nicholson Memorial Library System,"2,38,002",10-01-2017,9/30/2018,Garland,9722052548,"$4,390,830","$652,180","$382,153","$5,732,535","$5,732,913",Yes,Yes,"2,51,054","7,448","69,058","18,967","3,77,345","4,90,002","1,55,723","4,20,350","1,70,210","11,02,390",Yes,220,"1,24,690","4,50,466","3,230",52
Upshur County Library,"36,354",10-01-2017,9/30/2018,Gilmer,9038435001,"$154,903","$27,229","$7,716",$0,"$263,743",Yes,Yes,"64,802","1,020","3,06,613","3,11,137","7,00,828","61,978","5,261","28,120","3,766","48,261",Yes,20,"12,474","20,160","2,440",52
Lee Public Library,"9,630",10-01-2017,9/30/2018,Gladewater,9038452640,"$63,022","$5,546",$0,"$92,190","$112,973",Yes,Yes,"32,766",542,0,0,"34,887","21,830","5,963","5,987",0,"8,750",Yes,12,"4,859",0,"1,500",52
Grand Prairie Public Library System,"1,93,837",10-01-2017,9/30/2018,Grand Prairie,9722375700,"$2,054,894","$209,697","$99,463","$2,695,749","$2,708,883",Yes,Yes,"1,13,631","4,426","28,053","43,060","2,07,001","4,88,526","88,769","1,11,446","44,058","3,42,828",Yes,45,"96,783","5,12,302","3,239",52
Grand Saline Public Library,"7,057",10-01-2017,9/30/2018,Grand Saline,9039625516,"$36,230","$9,549","$1,240","$53,213","$67,705",Yes,Yes,"11,040",501,"2,128",554,"14,909","10,662","1,108","9,317","1,245","13,948",Yes,7,"4,147",0,"1,584",52
W Walworth Harrison Public Library,"27,443",10-01-2017,9/30/2018,Greenville,9034572992,"$407,874","$35,657","$3,598","$536,888","$572,781",Yes,Yes,"68,938","1,886","25,650","4,283","1,02,836","88,496","4,679","33,340","7,497","82,829",Yes,20,"19,765",0,"2,616",52
Gunter Library and Museum,"2,233",01-01-2018,12/31/2018,Gunter,9037713066,$2,"$2,133","$1,500",$0,"$13,883",Yes,Yes,"5,767",121,"19,967","4,875","31,139","3,065","1,237",506,637,"2,814",Yes,4,483,0,"1,798",51
Allen Memorial Public Library,"3,709",10-01-2017,9/30/2018,Hawkins,9037692241,"$40,063","$3,281","$1,500","$62,865","$75,287",Yes,Yes,"20,775",935,"18,463","4,562","47,188","9,220","3,235","6,340","1,125","12,067",Yes,10,"2,829",0,"1,629",52
Rusk County Library System,"49,331",01-01-2018,12/31/2018,Henderson,9036578557,"$748,132","$69,719","$8,650",$0,"$1,028,701",Yes,Yes,"1,08,742","2,216","19,878","1,750","1,40,829","89,161","33,673","49,402","8,615","1,09,857",Yes,62,"14,744","28,037","2,467",52
Highland Park Library,"9,208",10-01-2017,9/30/2018,Highland Park,2145599400,"$448,328","$84,928","$65,486","$695,395","$746,923",Yes,Yes,"28,780","3,643","2,936","1,716","40,024","22,218","2,570","23,578","5,546","42,887",Yes,10,"1,910",0,"1,984",51
Honey Grove Library & Learning Center,"1,678",01-01-2018,12/31/2018,Honey Grove,9033782206,"$73,140","$17,602","$3,185","$2,500","$133,957",Yes,Yes,"21,250",538,"25,884","4,236","55,637","23,378","2,369","22,544",996,"29,779",Yes,19,"1,701","24,843","1,790",52
Howe Community Library,"8,075",09-01-2017,8/31/2018,Howe,(903) 745-4050,"$96,717","$9,300","$1,740","$29,326","$153,316",Yes,Yes,"20,989",360,431,46,"23,257","30,056","2,510","3,578",85,"35,232",Yes,10,"2,083","7,706","2,305",50
Hughes Springs Area Public Library,"1,737",01-01-2018,12/31/2018,Hughes Springs,9036391332,"$20,320","$3,529",$0,"$10,000","$46,377",Yes,Yes,"15,820",422,0,0,"17,274","8,266","1,143","7,783",0,"14,182",Yes,8,"2,225",0,"1,196",52
Hutchins-Atwell Public Library,"5,627",10-01-2017,9/30/2018,Hutchins,9722254711,"$101,315","$2,819",$0,"$124,088","$124,858",Yes,Yes,"25,869",280,0,0,"26,864","11,450","1,310","7,301",0,"10,805",Yes,8,"11,450",0,"1,924",52
Irving Public Library,"2,40,373",10-01-2017,9/30/2018,Irving,9727212628,"$5,642,155","$518,562","$280,282","$6,876,294","$7,093,260",Yes,Yes,"4,50,813","34,272","36,407","22,067","6,00,536","7,70,461","1,22,871","4,32,154","59,946","12,84,003",Yes,136,"1,21,151","3,31,075",0,0
Jacksonville Public Library,"14,910",10-01-2017,9/30/2018,Jacksonville,9035867664,"$236,188","$29,801","$3,000","$355,961","$385,022",Yes,Yes,"60,511","1,848","17,886","3,714","87,178","71,191","2,407","40,274","5,248","67,032",Yes,38,"12,891","20,615","2,376",52
Jefferson Carnegie Library,"10,064",01-01-2018,12/31/2018,Jefferson,9036658911,"$58,736","$11,060",$0,"$25,000","$133,146",Yes,Yes,"24,757","1,051",0,0,"27,008","24,010","4,553","18,400",0,"23,515",Yes,5,"3,624",0,"2,230",52
Kaufman County Library,"11,221",10-01-2017,9/30/2018,Kaufman,9729326222,"$203,111","$18,986","$2,000","$15,000","$263,446",Yes,Yes,"33,724",492,"21,503","4,565","61,103","61,586","10,623","31,867","7,206","62,319",Yes,9,"10,976",0,"2,086",50
Kilgore Public Library,"17,224",10-01-2017,9/30/2018,Kilgore,9039841529,"$239,600","$29,487","$12,341","$319,525","$340,205",Yes,Yes,"25,222","2,565","19,166","9,184","57,449","46,278","13,617","47,705","5,384","76,351",Yes,10,"13,749",0,"2,261",52
Lancaster Veterans Memorial Library,"39,386",10-01-2017,9/30/2018,Lancaster,9722271080,"$300,555","$51,617","$4,726","$513,531","$555,081",Yes,Yes,"98,311","1,619","1,871","1,891","1,07,106","72,589","39,302","15,135","1,889","37,576",Yes,41,"26,738",0,"2,825",52
Leonard Public Library,"2,001",10-01-2017,9/30/2018,Leonard,9035872391,"$23,989","$2,928",$0,"$35,342","$38,511",Yes,Yes,"16,682",366,0,0,"17,754","6,559","4,326","11,503",0,"17,821",Yes,7,552,0,"1,440",52
Lillie Russell Memorial Library,"6,066",01-01-2018,12/31/2018,Lindale,9038821900,"$93,015","$7,452","$1,726","$40,000","$206,821",Yes,Yes,"54,170","2,050",0,0,"58,621","94,620","25,096","78,450",0,"1,39,475",Yes,13,"24,852",0,"1,800",50
Linden Public Library,"1,934",10-01-2018,9/30/2018,Linden,(430) 218-8770,"$14,532",$0,$0,"$30,532","$32,032",Yes,Yes,"10,000",25,0,0,"10,025",896,145,800,0,960,Yes,1,0,0,0,0
Lone Oak Area Public Library,"1,483",10-01-2017,9/30/2018,Lone Oak,9036624565,$0,"$12,255","$5,485","$1,500","$42,377",Yes,Yes,"16,283",395,"20,039","3,563","42,403","11,755","2,801","12,745","2,550","21,429",Yes,10,"3,805",0,"1,500",51
Longview Public Library,"98,747",10-01-2017,9/30/2018,Longview,9032371350,"$1,025,151","$102,242","$91,127","$1,781,746","$1,833,173",Yes,Yes,"1,41,147","4,335","29,948","16,947","2,04,382","1,81,843","58,829","1,29,423","48,555","3,03,829",Yes,52,"37,844",0,"2,873",52
Tri-County Library,"4,842",10-01-2017,9/30/2018,Mabank,9038879622,"$41,669","$18,074","$2,592","$45,930","$89,593",Yes,Yes,"16,984",434,"20,448","3,659","42,322","21,146","7,855","13,125","3,211","22,311",Yes,10,"7,026",0,"2,255",52
Marshall Public Library,"59,148",01-01-2018,12/31/2018,Marshall,9039354465,"$318,553","$50,619","$30,424","$415,690","$497,364",Yes,Yes,"47,515","1,500","20,360","4,352","75,360","1,27,708","16,153","31,975","3,805","63,804",Yes,18,"17,802",0,"2,532",52
Maud Public Library,"1,066",04-01-2017,3/30/2018,Maud,9035852121,"$10,268",$372,$0,"$15,319","$16,821",Yes,Yes,"12,789",225,0,0,"13,578","3,008","1,488","3,346",0,"4,971",Yes,4,798,0,"1,223",52
McKinney Public Library System,"1,81,330",10-01-2017,9/30/2018,McKinney,9725477323,"$2,713,939","$327,689","$24,483","$3,507,291","$3,507,291",Yes,Yes,"1,67,989","10,496","4,124","3,231","2,05,189","4,18,400","83,454","7,62,340","1,08,576","18,20,255",Yes,44,"58,330",0,"3,296",52
Melissa Public Library,"10,439",10-01-2017,9/30/2018,Melissa,9728374540,"$178,265","$15,378",$0,"$219,743","$238,494",Yes,Yes,"16,250","2,021",0,0,"23,291","30,073","3,200","53,046",0,"59,700",Yes,13,"3,068",0,"2,292",52
Mesquite Public Library,"1,43,949",10-01-2017,9/30/2018,Mesquite,9722166220,"$1,616,356","$149,867","$60,272","$2,036,045","$2,044,074",Yes,Yes,"1,74,394","5,472","22,027","10,750","2,22,142","2,62,400","32,010","1,30,845","34,680","3,20,260",Yes,44,"59,270","37,253","2,996",52
AH Meadows Library,"37,824",07-01-2017,6/30/2018,Midlothian,(469) 856-5211,"$171,031","$29,053","$4,000","$105,000","$265,135",Yes,Yes,"47,382",916,"24,356","3,427","78,389","1,35,000","25,309","37,426","12,114","71,991",Yes,12,"58,000",0,"2,900",48
Mineola Memorial Library,"9,838",01-01-2018,12/31/2018,Mineola,9035692767,"$116,762","$23,830","$1,812",$0,"$200,495",Yes,Yes,"25,237","1,371",235,19,"28,482","20,853","3,490","25,137",357,"38,293",Yes,8,"8,822","5,779","2,045",52
Mount Pleasant Public Library,"16,257",10-01-2017,9/30/2018,Mt Pleasant,9035754180,"$274,104","$30,045","$5,900","$413,951","$423,498",Yes,Yes,"29,809","1,558","29,381","4,178","67,402","74,350","15,644","86,527","6,118","1,43,455",Yes,33,"14,309","12,820","2,461",52
Franklin County Library,"8,564",01-01-2018,12/31/2018,Mt Vernon,9035374916,"$158,944","$13,776","$8,152","$16,667","$200,009",Yes,Yes,"13,561",373,"22,315","4,757","43,109","43,681","6,051","25,344","3,643","39,678",Yes,7,"7,366",0,"2,175",52
Muenster Public Library,"3,138",10-01-2017,9/30/2018,Muenster,9407594291,"$22,116","$15,242","$4,098","$20,710","$95,928",Yes,Yes,"19,157",951,"19,938","3,776","45,300","8,803","2,225","8,987","1,125","14,832",Yes,7,"2,222",0,"1,426",51
Naples Public Library,"1,326",01-01-2018,12/31/2018,Naples,9038972964,"$12,143",$637,$0,"$16,266","$28,178",Yes,Yes,"12,457",0,0,0,"13,951","3,556","1,569","2,388",0,"3,143",Yes,6,"1,016",0,"1,285",51
New Boston Public Library,"4,661",10-01-2017,9/30/2018,New Boston,9036285414,"$48,490","$19,025",$0,"$119,638","$128,338",Yes,Yes,"22,066",521,777,0,"25,279","25,896","6,087","15,805",372,"31,338",Yes,5,"3,572",0,"1,882",52
Noonday Community Library,719,01-01-2018,12/31/2018,Noonday-Tyler,9039390540,"$10,710","$1,766",$0,"$12,760","$12,760",Yes,Yes,"10,025",185,0,0,"10,503","2,000",685,"1,850",0,"2,850",Yes,5,475,0,960,52
Palestine Public Library,"42,052",10-01-2017,9/30/2018,Palestine,9037294121,"$490,158","$28,776","$10,000","$635,646","$639,869",Yes,Yes,"97,855","3,019","2,959",552,"1,10,182","55,765","3,104","87,744","4,280","1,44,586",Yes,26,"13,997",0,"2,496",52
Paris Public Library,"24,800",10-01-2017,9/30/2018,Paris,9037858531,"$480,900","$48,708","$28,913","$677,797","$677,797",Yes,Yes,"72,288","5,326","1,15,247","8,816","2,05,008","78,005","10,441","64,686","6,040","1,03,389",Yes,11,"6,933","4,210","2,564",52
Pittsburg-Camp County Public Library,"12,855",10-01-2017,9/30/2018,Pittsburg,9038563302,"$121,250","$15,589","$1,505","$94,200","$207,341",Yes,Yes,"23,408","1,509","3,547",76,"30,221","36,639","9,040","36,789","2,822","60,721",Yes,11,"10,835",0,"2,185",52
Plano Public Library System,"2,86,143",10-01-2017,9/30/2018,Plano,9727694208,"$9,933,894","$592,187","$263,899","$12,248,378","$12,334,150",Yes,Yes,"5,92,874","38,186","44,726","10,294","7,58,533","14,42,181","1,88,470","26,77,623","4,01,207","47,99,156",Yes,196,"1,52,914","9,24,216","3,447",52
Pottsboro Area Public Library,"3,579",10-01-2017,9/30/2018,Pottsboro,9037868274,"$13,278","$3,428","$1,000","$24,000","$30,480",Yes,Yes,"5,809",393,"21,489","4,567","32,946","9,641","4,356","4,050","1,828","7,773",Yes,12,"8,682",0,"1,300",52
Lois Nelson Public Library,"11,512",10-01-2017,9/30/2018,Princeton,9727363741,"$110,309","$2,306","$1,500","$145,038","$168,263",Yes,Yes,"9,716",149,"1,118",954,"13,699","4,765","6,430","9,706","1,956","16,878",Yes,13,"3,421",0,"1,968",52
Prosper Community Library,"22,393",10-01-2017,9/30/2018,Prosper,(972) 569-1185,"$220,486","$32,175","$4,672","$304,271","$315,049",Yes,Yes,"18,290",457,"20,619","9,116","49,550","21,188","5,343","9,450","6,202","58,147",Yes,11,742,0,"1,620",52
Quitman Public Library,"5,184",10-01-2017,9/30/2018,Quitman,9037634191,"$83,780","$2,500","$1,500","$102,205","$110,205",Yes,Yes,"25,860",658,500,0,"28,515","52,500","3,690","41,225",505,"47,785",Yes,14,"22,225","5,805","1,664",52
Red Oak Public Library,"12,780",10-01-2017,9/30/2018,Red Oak,4692181230,"$146,180","$21,000",$500,"$195,308","$203,920",Yes,Yes,"10,184",217,"19,836","4,359","36,406","21,700","7,986","18,662","1,946","34,997",Yes,5,"2,681",0,"1,982",52
Richardson Public Library,"1,16,783",10-01-2017,9/30/2018,Richardson,9727444350,"$3,118,783","$291,747","$158,082","$3,934,223","$3,967,634",Yes,Yes,"2,34,352","16,487","12,731","11,407","2,97,472","4,18,581","46,259","4,65,005","64,769","13,00,024",Yes,38,"37,107","9,88,702","3,218",52
Rockwall County Library,"77,258",10-01-2017,9/30/2018,Rockwall,9722047700,"$924,972","$146,102","$40,557",$0,"$1,345,724",Yes,Yes,"1,13,340","7,029","17,016","9,969","1,54,201","1,52,068","51,688","93,686","24,881","2,75,562",Yes,53,"18,355",0,"2,495",52
Rowlett Public Library,"62,868",10-01-2017,9/30/2018,Rowlett,(972) 412-6161,"$877,562","$76,755","$80,880","$1,235,187","$1,243,528",Yes,Yes,"58,043","3,613","3,22,580","3,13,904","7,26,239","1,40,279","12,572","1,66,562","34,934","3,79,706",Yes,13,"11,343","41,569","2,773",48
CF Goodwin Public Library,"12,567",10-01-2017,9/30/2018,Royse City,9726352772,"$85,690","$8,399","$2,485","$112,547","$112,547",Yes,Yes,"16,242",242,"2,123",648,"21,813","44,671","8,752","18,762","1,340","30,334",Yes,11,"5,710",0,"2,480",52
Singletary Memorial Library,"3,655",10-01-2017,9/30/2018,Rusk,9036835916,"$115,360","$8,000","$1,500","$135,508","$140,513",Yes,Yes,"23,351",322,"15,500",0,"40,295","63,854","4,902","5,311",687,"11,391",Yes,8,"31,258",0,"2,108",52
Sachse Public Library,"25,937",10-01-2017,9/30/2018,Sachse,9725308966,"$308,975","$53,173","$20,225","$462,220","$470,183",Yes,Yes,"35,958",969,"2,248",782,"46,327","67,458","11,173","48,031","10,842","1,31,436",Yes,10,"6,126",0,"2,187",52
Seagoville Public Library,"16,715",10-01-2017,9/30/2018,Seagoville,9722877720,"$163,650","$10,487","$3,000","$187,449","$187,449",Yes,Yes,"27,973",570,"29,770","4,376","64,249","15,262","3,208","21,653","1,230","32,595",Yes,12,"5,561","1,750","2,040",52
The Library at Cedar Creek Lake,"4,260",09-01-2017,8/31/2018,Seven Points,9034324185,"$104,458","$12,588","$1,500",$500,"$152,132",Yes,Yes,"33,143","1,801","21,237","4,498","62,294","1,23,061","20,700","46,895","3,110","61,312",Yes,33,"15,556",0,"2,376",49
Sherman Public Library,"41,917",10-01-2017,9/30/2018,Sherman,9038927240,"$519,818","$37,706","$31,593","$944,045","$961,887",Yes,Yes,"53,071","4,681","21,485","4,567","87,782","58,300","28,635","29,643","17,362","74,361",Yes,20,"7,329","16,040","2,950",52
Sulphur Springs Public Library,0,10-01-2017,9/30/2018,Sulphur Springs,9038854926,$0,"$23,608","$6,000",$0,$0,Yes,Yes,"38,975","1,739","14,926","2,729","59,616","57,861","12,423","19,781","5,744","44,860",Yes,27,"13,899",0,"2,548",52
Doris Padgett Library,"6,491",10-01-2017,9/30/2018,Sunnyvale,9722264491,"$150,976","$19,116","$1,500","$195,195","$195,988",Yes,Yes,"45,296",207,"19,528","4,524","72,130","13,098","6,331","9,798","1,247","27,816",Yes,6,"1,944",0,"2,256",52
Riter C Hulsey Public Library,"27,343",10-01-2017,9/30/2018,Terrell,9725516663,"$728,845","$24,589","$23,411","$830,637","$878,237",Yes,Yes,"60,410","1,495","22,555","12,444","1,00,512","77,111","7,902","31,863","2,746","73,131",Yes,13,"15,748","34,000","2,112",51
Texarkana Public Library,"37,333",10-01-2017,9/30/2018,Texarkana,9037942149,"$647,752","$36,570","$23,832","$600,000","$1,038,466",Yes,Yes,"67,729","4,264",378,"2,290","82,954","1,43,736","37,664","2,15,220",584,"3,22,980",Yes,20,"25,490","24,426","3,187",52
Lucile Teague Library,"1,638",01-01-2018,12/31/2018,Tom Bean,9035466250,$0,"$1,496",$0,$500,"$3,745",Yes,Yes,"7,004",143,0,0,"7,932","1,421",931,887,0,"1,096",Yes,3,221,0,"1,987",52
Cameron-J Jarvis Troup Municipal Library,"2,000",10-01-2017,9/30/2018,Troup,9038423101,"$47,635","$8,270","$1,500","$15,000","$76,687",Yes,Yes,"14,284",130,"19,530","4,544","39,493","6,565","2,831","7,463",881,"11,653",Yes,8,"1,349","1,17,309",944,48
Tyler Public Library,"1,04,991",10-01-2017,9/30/2018,Tyler,9035937323,"$1,023,068","$89,642","$53,666","$1,452,999","$1,545,718",Yes,Yes,"1,69,894","6,953","18,174","4,510","2,15,450","4,55,181","9,090","1,47,663","51,433","3,27,454",Yes,30,"30,091","1,15,083","2,727",52
University Park Public Library,"25,201",10-01-2017,9/30/2018,UniversityPark-Dallas,(214) 363-9095,"$434,397","$54,800","$34,400","$466,717","$789,812",Yes,Yes,"49,395",474,"21,052","4,325","77,945","46,714","3,309","25,359","7,387","97,603",Yes,11,"2,793","25,210","2,240",52
Van Alstyne Public Library,"6,035",10-01-2017,9/30/2018,Van Alstyne,9034825991,"$130,997","$8,800",$0,"$151,199","$160,875",Yes,Yes,"19,978",654,0,0,"21,710","19,545","2,644","14,439",0,"27,593",Yes,17,"2,785",0,"1,872",52
Waskom Public Library,"5,569",01-01-2018,12/31/2018,Waskom,9036873041,"$20,425","$1,468",$0,"$7,000","$22,448",Yes,Yes,"14,196",926,9,0,"15,717","17,672","2,647","1,894",0,"3,393",Yes,5,"1,050","13,288","1,276",52
Nicholas P Sims Library & Lyceum,"35,340",10-01-2017,9/30/2018,Waxahachie,9729372671,"$736,513","$54,917","$25,344","$1,109,544","$1,189,496",Yes,Yes,"56,606","4,648","27,134","4,377","97,485","2,63,553","33,725","80,549","14,283","1,79,104",Yes,34,"10,047","38,163","2,044",51
Rube Sessions Memorial Library,813,01-01-2018,12/31/2018,Wells,9368674757,"$29,227",$993,$0,"$7,025","$38,808",Yes,Yes,"11,930",46,0,0,"12,778","3,181","1,791","2,503",0,"3,433",Yes,12,951,0,"1,652",52
Tawakoni Area Public Library,"4,356",01-01-2018,12/31/2018,West Tawakoni,9034473445,"$16,016",$405,$0,"$6,997","$21,006",Yes,Yes,"31,176",584,0,0,"33,061","6,179","2,608","15,183",0,"16,495",Yes,6,"1,508",0,"1,164",52
White Oak School Community Library,"8,139",09-01-2017,8/31/2018,White Oak,9032912052,"$75,772","$15,371","$5,450","$7,912","$87,731",Yes,Yes,"33,000",550,406,15,"34,559","2,360","3,455","2,439",310,"4,002",Yes,12,466,0,860,43
Whitehouse Community Library,"8,317",10-01-2017,9/30/2018,Whitehouse,9038392949,"$34,572","$10,459","$1,500","$48,000","$62,616",Yes,Yes,"27,779",496,"19,477","4,560","54,632","13,024","4,814","16,019","2,583","35,503",Yes,8,"1,810","5,160","1,523",50
Whitesboro Public Library,"6,102",10-01-2017,9/30/2018,Whitesboro,9035645432,"$186,127","$18,953","$4,982","$232,185","$263,727",Yes,Yes,"35,041","2,173","77,153",0,"1,15,473","64,983","15,131","49,852",935,"64,720",Yes,18,"7,453","3,955","2,483",52
Whitewright Public Library,"2,551",10-01-2017,9/30/2018,Whitewright,9033642955,"$46,751","$4,201","$1,061","$60,070","$74,163",Yes,Yes,"12,287",888,"13,534","3,319","32,402","10,069","2,236","12,308","4,023","23,820",Yes,5,"2,655","2,170","1,680",52
Gilliam Memorial Public Library,"4,136",10-01-2017,9/30/2018,Wilmer,9724413713,"$103,657","$2,512","$1,500","$128,266","$128,266",Yes,Yes,"16,019",77,"20,525","4,575","42,078","5,050","2,059",968,74,"2,055",Yes,9,"4,136",0,"2,253",52
Gilbreath Memorial Library,"9,661",10-01-2017,9/30/2018,Winnsboro,9033426866,"$122,891","$15,870","$2,000","$209,779","$217,627",Yes,Yes,"35,861","1,009","16,864","3,482","62,421","43,372","8,863","21,352",929,"24,581",Yes,20,"4,797",0,"2,000",52
Wolfe City Public Library,"3,315",01-01-2018,12/31/2018,Wolfe City,9034967311,"$17,971","$4,396",$0,"$15,000","$34,469",Yes,Yes,"16,692",234,0,0,"17,454","3,920","3,168","2,076",0,"3,632",Yes,10,935,0,"1,648",52
Rita & Truett Smith Public Library,"56,202",10-01-2017,9/30/2018,Wylie,9725166250,"$1,601,690","$138,917","$40,106","$1,984,517","$2,014,564",Yes,Yes,"1,00,987","2,973","20,164","3,748","1,38,859","2,36,936","48,379","1,63,476","26,336","5,65,342",Yes,49,"35,454",0,"2,757",52
Chambers County Library System,"37,204",01-01-2018,12/31/2018,Anahuac,4092672550,"$929,877","$50,226","$22,927",$0,"$1,114,627",Yes,Yes,"86,458","2,015","3,30,830","3,19,957","7,57,859","1,16,517","14,010","1,47,398","11,518","2,14,622",Yes,47,"18,796","41,837","2,369",52
Brazoria County Library System,"3,62,457",10-01-2017,9/30/2018,Angleton,9798641505,"$5,586,853","$836,882","$394,983","$828,531","$8,501,613",Yes,Yes,"4,11,131","20,462","4,28,333","1,19,980","10,53,432","7,00,427","1,57,198","8,09,344","1,37,893","17,23,896",Yes,195,"1,16,847","4,79,638",0,0
Bay City Public Library,"26,452",10-01-2017,9/30/2018,Bay City,9792456931,"$241,509","$35,121","$4,000","$218,270","$441,531",Yes,Yes,"48,672",840,"7,313",982,"62,286","47,811","12,422","30,399","4,759","53,672",Yes,11,"5,987",0,"1,977",51
Sterling Municipal Library,"76,804",10-01-2017,9/30/2018,Baytown,2814277331,"$1,754,256","$146,000","$80,800","$2,425,243","$2,503,676",Yes,Yes,"1,16,198","5,421","50,558","16,067","1,95,372","2,14,471","46,204","2,20,500","77,857","4,44,879",Yes,78,"75,024","2,35,903","3,424",52
Beaumont Public Library System,"1,19,114",10-01-2017,9/30/2018,Beaumont,4099815911,"$1,876,792","$92,692","$83,999","$2,449,005","$3,180,696",Yes,Yes,"2,91,877","11,699","8,074","2,780","3,40,160","3,28,398","90,043","2,25,497","18,660","3,90,914",Yes,54,"80,418","1,60,992","2,780",52
Bellaire City Library,"18,797",10-01-2017,9/30/2018,Bellaire,7136628160,"$567,307","$52,545","$10,675","$649,103","$675,019",Yes,Yes,"78,206","10,925","50,391","20,307","1,63,205","1,13,029","4,153","50,620","13,450","1,89,671",Yes,18,"18,876",0,"2,680",52
Bellville Public Library,"4,236",10-01-2017,9/30/2018,Bellville,9798653731,"$238,286","$12,272","$1,500","$279,318","$286,532",Yes,Yes,"33,830",524,"11,626","1,105","49,313","33,538","2,851","38,626","2,315","62,163",Yes,7,"3,522",0,"1,992",52
Bridge City Public Library,"8,162",10-01-2017,9/30/2018,Bridge City,4097354242,"$112,626","$13,909","$1,000","$150,828","$151,735",Yes,Yes,"14,972",488,"69,406","16,409","1,03,191","7,344","4,549","3,294","2,795","11,098",Yes,16,"1,192",910,"1,096",30
