Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Lytle Public Library,"5,783",10-01-2021,09/30/2022,Lytle,8307094142,"$1,39,112","$18,752",$0,"$1,86,871","$1,95,621",Y,Y,"27,206","1,553",0,0,"31,280","14,456","1,476","5,376",0,"13,555",Y,8,"1,033",0,"1,960",52
Tri-County Library,"4,562",10-01-2021,09/30/2022,Mabank,9038879622,"$58,180","$15,795","$3,000","$80,310","$80,490",Y,Y,"15,035",450,"23,281","4,021","43,478","21,013","9,149","5,025","3,548","15,383",Y,12,"15,027",0,"1,664",52
Madison County Library,"11,525",10-01-2021,09/30/2022,Madisonville,9363486118,"$2,26,155","$15,150","$2,304",$0,"$2,93,563",Y,Y,"19,488",951,0,0,"21,975","8,573","1,378","6,020",0,"12,831",Y,16,"2,109",0,"1,708",49
Mansfield Public Library,"74,368",10-01-2021,09/30/2022,Mansfield,8177283690,"$9,06,779","$67,437","$34,146","$11,73,658","$11,97,839",Y,Y,"61,606","2,774","38,476","20,183","1,29,475","57,738","22,102","66,531","71,781","2,35,376",Y,51,"5,474","54,047","1,600",36
Marathon Public Library,"1,398",01-01-2022,12/31/2022,Marathon,4323864136,"$78,610","$5,353",$0,$0,"$1,69,012",Y,Y,"8,331",41,"14,292",0,"24,206","13,623",241,964,3,"1,906",Y,7,"7,129",0,"1,721",51
Marfa Public Library,"2,127",10-01-2021,09/30/2022,Marfa,4327294631,"$1,13,143","$1,350",$0,"$1,43,414","$1,89,207",Y,Y,"14,801",534,"14,292",0,"34,128","9,280","4,144","8,602",37,"12,288",Y,5,"1,003",0,"2,187",50
Marion Community Library,"2,669",10-01-2021,09/30/2022,Marion,8304204022,"$16,307","$2,061",$0,$500,"$39,136",Y,Y,"9,710",285,0,0,"10,996","5,332",354,"1,097",0,"3,993",Y,4,122,"1,354","1,040",51
Pauline and Jane Chilton Memorial Marlin Public Library,"5,543",10-01-2021,09/30/2022,Marlin,2548836602,"$25,784","$3,052",$0,"$20,250","$35,047",Y,Y,"20,574",566,0,0,"22,522","1,485",421,"3,351",0,"5,164",Y,8,628,0,988,49
Marshall Public Library,"61,463",01-01-2022,12/31/2022,Marshall,9039354465,"$3,63,963","$50,441","$24,604","$4,27,381","$5,33,036",Y,Y,"40,836","1,228","29,686","5,334","78,411","72,564","17,171","24,759","6,617","56,280",Y,18,"7,749",0,"2,548",52
Nancy Nail Memorial Library,"2,817",07-01-2021,06/30/2022,Mart,2548762465,"$26,985","$1,575","$1,200","$3,000","$58,350",Y,Y,"20,260",80,0,0,"21,105","1,693",320,"1,295",0,"1,555",Y,5,346,639,936,50
Martindale Community Library,"1,209",01-01-2022,12/31/2022,Martindale,5123574492,"$28,800","$2,519","$1,500","$21,000","$40,448",Y,Y,"9,312",0,"27,079","3,739","40,577","2,268",618,781,90,"1,237",Y,12,565,0,"1,029",49
Mason County M Beven Eckert Memorial Library,"3,943",01-01-2022,12/31/2022,Mason,3253475446,"$1,07,909","$10,677","$7,487",$0,"$2,40,974",Y,Y,"14,804",736,"73,851","28,493","1,23,596","32,719","3,251","19,765","9,877","32,495",Y,11,"1,124",0,"1,976",51
Motley County Library,"1,067",10-01-2021,09/30/2022,Matador,8063472717,"$24,631","$6,044",$856,"$5,500","$51,020",Y,Y,"12,868",308,"5,982","1,941","23,281","3,100",632,"3,324",428,"4,900",Y,9,540,0,"1,196",52
Mathis Public Library,"6,367",01-01-2022,12/31/2022,Mathis,3615476201,"$25,799",$796,$0,"$32,400","$50,462",Y,Y,"17,883",26,0,0,"18,268","1,289","9,196",851,0,"1,713",Y,11,11,0,624,52
Maud Public Library,975,10-01-2021,09/30/2022,Maud,9035852121,"$25,056","$1,089",$0,"$26,384","$1,06,974",Y,Y,"9,196",96,"14,292",0,"24,624","3,540","1,872","1,946",156,"3,308",Y,12,245,0,"1,788",52
McAllen Public Library,"2,21,126",10-01-2021,09/30/2022,McAllen,9566813000,"$33,06,639","$1,29,240","$40,676","$45,92,053","$46,10,003",Y,Y,"2,92,350","7,989","13,385","4,331","3,35,886","3,77,180","1,20,665","4,47,514","47,035","8,45,557",Y,224,"35,316","1,33,309","3,714",52
Upton County Public Library,"1,487",01-01-2022,12/31/2022,McCamey,4326528718,"$82,439","$6,878",$0,$0,"$91,956",Y,Y,"18,141","1,520",0,0,"19,661","28,070","1,943","13,687",0,"21,363",Y,7,"6,988",0,"1,944",51
McGinley Memorial Public Library,"8,700",10-01-2021,09/30/2022,McGregor,2548403732,"$18,000","$5,010","$1,344","$14,000","$97,760",Y,Y,"14,966",642,"17,577","7,687","42,471","3,175","2,614","1,943",22,"3,056",Y,8,361,0,980,52
McKinney Public Library System,"2,02,690",10-01-2021,09/30/2022,McKinney,9725477323,"$30,09,285","$3,14,731","$1,00,667","$37,62,159","$37,62,159",Y,Y,"1,65,313","7,233","8,447","5,760","2,05,678","3,47,195","79,498","3,78,577","2,44,366","16,55,625",Y,35,"41,091","1,95,888","3,162",50
Lovett Memorial Library McLean,803,10-01-2021,09/30/2022,McLean,8067792851,"$51,882","$8,200","$1,828","$74,096","$82,717",Y,Y,"12,598",522,"20,274","1,941","37,516",0,322,"3,857",118,"5,522",Y,5,0,957,"1,753",40
Medina Community Library,"7,139",01-01-2022,12/31/2022,Medina,8305892825,"$71,910","$7,268","$3,691",$0,"$2,01,904",Y,Y,"10,023",452,"18,064","5,556","35,329","33,349","3,271","5,282","2,264","12,616",Y,10,682,0,"1,960",52
Melissa Public Library,"16,983",10-01-2021,09/30/2022,Melissa,9728374540,"$2,99,349","$20,661","$3,000","$3,54,380","$3,84,975",Y,Y,"18,582",80,"35,701","7,232","67,786","22,701","2,730","31,185","4,050","63,932",Y,13,"1,867",0,"2,219",52
Memphis Public Library,"2,845",10-01-2021,09/30/2022,Memphis,8062592062,"$48,091","$7,000",$73,"$64,258","$64,758",Y,Y,"20,630",734,"5,982","1,941","29,305","7,825","1,451","3,152",589,"5,454",Y,6,875,"5,136","1,560",52
Menard Public Library,"1,982",10-01-2021,09/30/2022,Menard,3253962717,"$28,263","$4,438",$0,"$10,000","$1,11,728",Y,Y,"13,829",331,"68,000",0,"83,777","4,683","1,618","5,004","1,330","8,474",Y,8,"4,386",0,"1,696",52
Dr Hector P Garcia Memorial Library,"25,063",10-01-2021,09/30/2022,Mercedes,9565652371,"$3,20,064","$8,227",$0,"$3,96,696","$4,90,751",Y,Y,"31,472",68,"10,541","3,747","47,684","26,320","8,664","5,384","1,031","9,042",Y,46,"5,281",0,"2,346",52
Meridian Public Library,"1,407",01-01-2022,12/31/2022,Meridian,2544359100,"$26,947","$13,373","$3,000","$5,000","$53,950",Y,Y,"10,459",771,"27,863","8,948","49,185","3,653",434,"2,741","1,189","6,229",Y,10,292,0,"1,134",50
MB Noelke Jr Memorial Library,"1,552",10-01-2021,09/30/2022,Mertzon,3258352704,"$19,355","$2,749","$1,502",$0,"$41,761",Y,Y,"11,533",399,"84,945","30,933","1,28,047","1,483",454,477,"1,249","2,595",Y,3,433,"1,336",980,47
Mesquite Public Library,"1,47,691",10-01-2021,09/30/2022,Mesquite,9722166740,"$16,73,720","$1,34,870","$77,120","$24,84,643","$24,99,056",Y,Y,"1,71,315","4,372","1,97,311","78,029","4,64,468","1,35,788","18,092","82,340","36,763","2,28,379",Y,36,"29,461","35,540","2,944",52
Gibbs Memorial Library,"14,450",10-01-2021,09/30/2022,Mexia,2545623231,"$1,45,099","$11,894","$3,000","$1,87,046","$2,05,476",Y,Y,"30,260","1,160","41,276","8,402","82,710","23,812","1,827","10,626","5,80,432","7,32,856",Y,8,"3,997",0,"2,160",48
Midland County Public Library,"1,67,969",10-01-2021,09/30/2022,Midland,4326884320,"$28,65,437","$1,22,872","$1,24,692",$0,"$39,40,771",Y,Y,"2,36,485","9,723","27,563","11,404","3,04,920","1,82,256","42,621","1,14,796","55,046","3,34,920",Y,110,"25,433","1,01,916","2,573",50
AH Meadows Library,"51,507",07-01-2021,06/30/2022,Midlothian,4698565211,"$1,98,658","$33,000","$3,000","$1,11,000","$2,39,384",Y,Y,"29,660",520,"31,263",0,"63,398","98,750","16,429","9,029","14,702","44,581",Y,7,"2,890","7,800","2,420",50
Mineola Memorial Library,"10,268",01-01-2022,12/31/2022,Mineola,9035692767,"$1,15,066","$30,680",$104,$0,"$2,31,747",Y,Y,"24,445","1,854","14,292",0,"42,464","11,844","3,669","17,201",35,"27,384",Y,4,"2,337","6,008","2,016",51
Boyce Ditto Public Library,"28,847",10-01-2021,09/30/2022,Mineral Wells,9403287880,"$2,47,515","$52,437","$3,250","$3,19,883","$3,75,283",Y,Y,"33,000",945,"55,066","12,234","1,06,264","42,320","12,326","16,945","6,358","37,173",Y,8,"3,321",432,"2,245",52
Speer Memorial Library,"1,32,478",10-01-2021,09/30/2022,Mission,9565808750,"$10,66,606","$83,913","$5,194","$15,01,795","$15,16,573",Y,Y,"1,28,285","5,215","10,541","3,747","1,55,056","85,351","6,729","72,325","31,904","1,46,469",Y,101,"1,65,306","62,771","3,736",52
Ward County Library,"11,194",01-01-2022,12/31/2022,Monahans,4329433332,"$3,38,947","$15,380",$0,$0,"$4,51,437",Y,Y,"46,277","1,108",0,0,"51,447","11,991","4,210","6,790",0,"13,115",Y,16,"2,764",0,"2,127",46
Moody Community Library,"2,223",01-01-2022,12/31/2022,Moody,2548532004,"$8,192",$792,$0,"$9,000","$48,691",Y,Y,"12,934",119,0,0,"14,215","2,503","1,260","2,733",0,"3,513",Y,5,300,0,"1,200",52
Cochran County Love Memorial Library,"2,516",01-01-2022,12/31/2022,Morton,8062665051,"$63,763","$14,256","$1,500",$0,"$92,163",Y,Y,"14,297",169,"50,039","3,924","68,450",0,"1,612","1,528",108,"3,084",Y,8,0,0,"1,820",52
Mount Pleasant Public Library,"16,079",10-01-2021,09/30/2022,Mt Pleasant,9035754180,"$3,70,311","$37,128","$10,825","$5,10,959","$5,22,938",Y,Y,"27,665","1,453","50,052","7,233","89,548","40,272","17,710","39,003","6,405","79,478",Y,32,"6,003",0,"2,500",50
Franklin County Library,"10,464",01-01-2022,12/31/2022,Mt Vernon,9035374916,"$2,01,742","$15,336","$12,328","$18,500","$2,49,060",Y,Y,"14,196",283,"35,562","7,448","59,440","36,482","6,477","14,065","4,371","25,427",Y,6,"2,474",0,"2,184",52
Muenster Public Library,"3,101",10-01-2021,09/30/2022,Muenster,9407594291,"$21,190","$6,900","$1,500","$15,000","$58,000",Y,Y,"21,048",984,"20,012",0,"43,166","4,999","2,360","7,489","2,478","14,853",Y,8,"1,622",0,"1,127",49
Muleshoe Area Public Library,"6,835",10-01-2021,09/30/2022,Muleshoe,8062724707,"$1,94,240","$11,847","$4,995","$2,41,536","$2,46,253",Y,Y,"14,724",386,"31,912","2,969","50,594","29,916","2,209","5,130","2,407","11,984",Y,4,"1,090","1,839","2,262",51
Munday City-County Library,"3,351",01-01-2022,12/31/2022,Munday,9404224877,"$5,599","$1,306",$0,"$3,800","$14,051",Y,Y,"9,025",0,0,0,"9,025",450,302,"1,000",0,"1,080",Y,3,40,0,"1,040",52
Judy B McDonald Public Library,"32,118",10-01-2021,09/30/2022,Nacogdoches,9365592970,"$4,29,368","$35,241","$42,791","$5,70,541","$6,03,081",Y,Y,"99,088","4,150","5,577","1,249","1,13,612","98,271","28,997","38,744","23,868","1,03,103",Y,13,"13,868",0,"2,894",52
Naples Public Library,"1,391",01-01-2022,12/31/2022,Naples,9038972964,"$10,795",$216,$0,"$6,000","$17,511",Y,Y,"12,731",0,0,0,"14,328",608,"1,628","1,389",0,"2,340",Y,6,66,0,360,24
Natalia Veterans Memorial Library,"1,271",10-01-2021,09/30/2022,Natalia,2102131990,"$12,000",$183,$0,"$10,787","$21,681",Y,Y,"10,851",0,"14,292",0,"25,555",0,754,93,0,609,Y,2,0,107,"1,250",50
Navasota Public Library,"30,287",10-01-2021,09/30/2022,Navasota,9368256744,"$92,371","$10,196",$0,"$69,736","$81,236",Y,Y,"31,454",359,"28,498","9,199","70,848","13,500","3,070","13,788","5,685","26,640",Y,14,600,"2,590","2,065",48
Marion & Ed Hughes Public Library,"18,331",10-01-2021,09/30/2022,Nederland,4097221255,"$3,57,289","$33,195","$12,040","$5,44,015","$6,19,758",Y,Y,"71,428","3,703","48,269","22,122","1,55,996","24,220","2,331","19,921","8,582","48,515",Y,10,"2,432","43,516","2,087",52
New Boston Public Library,"4,579",10-01-2021,09/30/2022,New Boston,9036285414,"$78,156","$19,325","$1,500","$1,31,069","$1,46,069",Y,Y,"22,055",376,"47,841",375,"71,784","12,520","8,844","17,088",444,"21,357",Y,5,"2,228",0,"1,204",52
New Braunfels Public Library,"98,857",10-01-2021,09/30/2022,New Braunfels,8302214300,"$16,96,556","$1,88,882","$78,133","$24,33,820","$25,47,005",Y,Y,"99,148","6,196","1,60,766","72,081","3,50,718","1,69,296","41,937","1,99,313","70,573","5,77,268",Y,22,"20,362","62,537","1,923",52
Newton County Public Library,"12,241",01-01-2022,12/31/2022,Newton,4093798300,"$1,14,046","$9,494","$1,500",$0,"$1,53,119",Y,Y,"24,717",473,"36,299","3,370","67,862","30,504","6,395","4,425","1,408","9,276",Y,19,"2,522",0,"1,952",52
New Waverly Public Library,"4,671",01-01-2022,12/31/2022,New Waverly,9363442198,"$34,037","$3,649","$1,500","$36,000","$89,244",Y,Y,"25,326",162,"22,007","3,370","53,258","11,606","6,440","5,423",781,"9,347",Y,15,754,0,"1,764",51
Noonday Community Library,616,01-01-2022,12/31/2022,Noonday-Tyler,9039390540,"$10,710",$700,$0,"$12,510","$12,510",N,Y,"12,998",283,0,0,"13,728",0,829,"3,002",0,"4,130",Y,5,585,0,960,52
North Richland Hills Public Library,"70,209",10-01-2021,09/30/2022,North Richland Hills,8174276800,"$17,52,470","$2,12,570","$26,734","$20,69,587","$21,04,666",Y,Y,"1,29,613","6,756","1,94,291","86,149","4,28,151","2,12,621","39,361","2,52,095","93,515","6,17,988",Y,41,"12,531","1,21,114","2,780",52
Ector County Library,"1,61,091",10-01-2021,09/30/2022,Odessa,4323320633,"$13,17,230","$1,02,898","$40,250",$0,"$16,61,567",Y,Y,"2,09,406","2,047","8,12,862","5,45,752","16,08,057","1,77,402","1,41,613","2,47,969","16,548","3,19,530",Y,29,"8,715","54,348","2,875",52
Olney Community Library and Arts Center,"3,950",09-01-2021,08/31/2022,Olney,9405645513,"$1,92,411","$6,953","$3,991","$32,500","$2,53,064",Y,Y,"33,616",688,"9,688",650,"45,785","28,086","2,364","5,354","22,794","37,292",Y,10,368,0,"2,179",50
Olton Area Library,"3,393",10-01-2021,09/30/2022,Olton,8062857772,"$1,11,081","$6,699","$1,500",$0,"$1,37,013",Y,Y,"7,444",270,"17,505","3,120","29,629","9,500","1,594","1,448","1,047","5,251",Y,8,"2,500",0,"1,815",51
Onalaska Public Library,"3,143",10-01-2021,09/30/2022,Onalaska,9366462665,"$47,617",$339,$0,"$47,879","$62,721",Y,Y,"8,580",304,"14,311",0,"23,926","4,694","1,840","2,571",83,"3,684",Y,4,"1,040","1,040","1,920",50
Orange Public Library,"19,169",10-01-2021,09/30/2022,Orange,4098831086,"$4,32,811","$37,876","$7,328","$4,95,607","$5,16,699",Y,Y,"74,451","1,643","35,485","3,454","1,17,105","36,484","13,833","25,662","3,467","46,295",Y,7,"1,556","2,453","2,126",52
Crockett County Public Library,"3,068",01-01-2022,12/31/2022,Ozona,3253923565,"$1,99,404","$23,035","$3,500",$0,"$2,39,609",Y,Y,"17,399","2,006","88,143","28,493","1,36,531","8,006","2,921","2,011","3,923","8,897",Y,8,917,0,"2,000",50
Bicentennial City-County Library,"1,381",08-01-2021,07/31/2022,Paducah,8064922006,"$10,748","$1,500",$220,"$12,000","$43,618",Y,Y,"8,714",0,"29,113","3,399","41,226","4,000",802,0,54,374,Y,6,220,0,"1,152",48
Palacios Library Inc,"10,029",01-01-2022,12/31/2022,Palacios,3619723234,"$1,06,510","$8,377",$500,"$30,000","$1,53,210",Y,Y,"41,394",794,"14,429",2,"58,652",0,"3,191","4,375",22,"6,401",Y,14,"4,142","6,786","2,099",52
Palestine Public Library,"42,069",10-01-2021,09/30/2022,Palestine,9037294121,"$3,35,109","$14,882","$12,932","$4,85,367","$4,85,917",Y,Y,"80,836","2,725","44,046","5,268","1,38,788","28,005","4,843","32,794","5,956","68,541",Y,18,"6,852",0,"1,920",51
Lovett Memorial Library Pampa,"20,227",10-01-2021,09/30/2022,Pampa,8066695780,"$2,94,967","$27,947","$6,237","$4,33,046","$4,77,236",Y,Y,"41,519","1,926","5,982","1,941","55,384","14,753","2,533","26,572",831,"47,536",Y,10,"2,199","23,164","2,211",52
Carson County Public Library,"5,746",10-01-2021,09/30/2022,Panhandle,8065373742,"$2,45,544","$10,915",$0,$0,"$2,94,009",Y,Y,"40,656","1,172","6,738","2,293","52,733","16,076","1,189","19,799",265,"31,008",Y,15,"2,124","7,528","2,182",52
Paris Public Library,"24,407",10-01-2021,09/30/2022,Paris,9037858531,"$5,11,882","$35,542","$31,005","$7,67,205","$7,67,205",Y,Y,"73,121","6,253","1,16,522","6,253","2,09,411","41,009","10,550","42,790","19,500","95,982",Y,12,"4,417","3,902","2,762",52
Pasadena Public Library,"1,48,626",10-01-2021,09/30/2022,Pasadena,7134770276,"$26,03,398","$1,28,222","$1,45,005","$34,81,095","$34,83,821",Y,Y,"88,692",175,"96,105","32,262","2,29,557","1,43,786","45,365","1,31,607","24,871","3,14,301",Y,121,"28,758","1,45,208","2,719",51
Pearsall Public Library,"7,637",10-01-2021,09/30/2022,Pearsall,8303342496,"$1,57,179","$16,594","$1,500","$2,18,876","$2,18,876",Y,Y,"38,896",0,"17,513","3,954","61,606","23,671","5,497","3,416",631,"6,495",Y,16,"1,865","4,631","1,976",52
Reeves County Library,"14,487",01-01-2022,12/31/2022,Pecos,4327550914,"$2,03,584","$28,955","$6,000",$0,"$3,47,272",Y,Y,"20,574",566,"14,292",0,"36,814","22,728","3,572","6,188",0,"11,322",Y,40,"2,000",800,"2,148",51
Penitas Public Library,"9,832",10-01-2021,09/30/2022,Penitas,9569998312,"$1,19,662",$374,$0,"$1,43,452","$1,58,229",Y,Y,"10,985",16,"9,607","3,646","24,722","18,109",121,294,0,906,Y,15,771,836,"2,190",42
Perry Memorial Library,"9,782",10-01-2021,09/30/2022,Perryton,8064355801,"$2,75,693","$11,858","$2,000",$0,"$3,12,997",Y,Y,"36,185","11,130","5,982","1,941","56,782","8,939","3,108","22,644",639,"25,883",Y,8,"1,375","14,948","2,000",38
Pflugerville Public Library,"66,884",10-01-2021,09/30/2022,Pflugerville,5129906375,"$13,77,234","$1,46,208","$1,42,685","$18,08,659","$19,58,101",Y,Y,"74,941","7,599","82,012","43,642","2,49,456","1,30,045","28,196","1,06,685","2,53,107","5,28,126",Y,16,"10,000","2,08,529","2,976",52
Pharr Memorial Library,"1,22,451",10-01-2021,09/30/2022,Pharr,9564024650,"$12,71,800","$1,04,000","$9,000","$17,88,243","$18,05,606",Y,Y,"72,638","1,769","10,549","3,747","91,699","1,27,563","79,453","47,163","31,904","1,27,282",Y,123,"75,000",0,"3,018",48
Pilot Point Community Library,"6,504",10-01-2021,09/30/2022,Pilot Point,9406865004,"$1,87,337","$8,256","$1,000","$2,33,195","$2,50,545",Y,Y,"19,043",317,"10,270",865,"32,785","12,386","3,772","6,546",368,"11,926",Y,4,854,0,"1,366",52
Arthur Temple Sr Memorial Library,899,01-01-2022,12/31/2022,Pineland,4095842546,"$1,09,395","$6,711","$2,495","$6,000","$2,46,874",Y,Y,"17,821","1,254","1,06,027","2,951","1,30,028","6,187","3,107","4,371","2,273","8,188",Y,8,799,0,"1,743",52
Pittsburg-Camp County Public Library,"12,616",10-01-2021,09/30/2022,Pittsburg,9038563302,"$1,31,928","$16,351",$10,"$94,053","$1,99,721",Y,Y,"22,430","1,260","29,839",54,"55,111","28,534","4,889","20,705","1,777","32,916",Y,11,"10,230",0,"2,167",52
Yoakum County Library,"3,099",01-01-2022,12/31/2022,Plains,8064568725,"$1,62,615","$19,799",$0,$0,"$2,00,601",Y,Y,"33,009","1,808","14,292",0,"53,037","20,314","1,359","23,927",219,"28,267",Y,11,"13,170","4,213","2,077",52
Unger Memorial Library,"29,236",10-01-2021,09/30/2022,Plainview,8062961148,"$2,82,215","$45,636","$6,477","$6,26,650","$6,39,301",Y,Y,"50,977","1,743","18,439","4,351","78,467","19,840","37,593","5,367","4,009","18,991",Y,14,"2,812",0,"2,662",51
Plano Public Library System,"2,88,207",10-01-2021,09/30/2022,Plano,9727694208,"$1,05,15,004","$5,64,200","$8,81,991","$1,30,01,578","$1,30,29,347",Y,Y,"5,25,427","13,708","59,234","20,818","7,11,217","6,98,241","1,98,264","10,05,528","6,79,227","31,91,017",Y,195,"71,444","10,24,043","3,402",52
Pleasanton Public Library,"25,080",10-01-2021,09/30/2022,Pleasanton,8305695901,"$2,36,671","$10,655","$4,500","$3,12,385","$3,20,885",Y,Y,"36,283","1,375","18,037","5,634","66,214","27,098","10,545","12,160","4,860","29,815",Y,16,"2,915",0,"2,028",52
Betty Foster Public Library,"2,429",10-01-2021,09/30/2022,Ponder,9404792683,"$21,200","$4,310",$586,"$56,358","$56,358",Y,Y,"9,286",346,"14,292",0,"23,924","1,664","2,284",878,19,"1,615",Y,4,0,0,"1,300",52
William R Bill Ellis Memorial Library,"3,105",10-01-2021,09/30/2022,Port Aransas,3617494116,"$2,41,362","$1,624","$2,500","$2,49,945","$2,51,807",Y,Y,"10,616",286,"38,508","8,458","58,945","10,087","6,147","6,664","4,073","12,368",Y,5,835,0,"2,044",52
Port Arthur Public Library,"55,724",10-01-2021,09/30/2022,Port Arthur,4099858838,"$10,03,630","$76,231","$11,322","$13,85,430","$13,85,430",Y,Y,"36,480",851,"48,269","22,123","1,10,494","60,986","3,009","11,091","6,053","21,189",Y,38,"5,142","1,94,615","2,987",52
Port Isabel Public Library,"6,946",10-01-2021,09/30/2022,Port Isabel,9569431822,"$1,08,164","$3,354",$0,"$2,38,864","$2,48,750",Y,Y,"28,594",668,680,599,"33,674","19,368","24,237","4,822","5,834","12,189",Y,19,679,0,"1,950",50
Bell/Whittington Public Library,"30,031",10-01-2021,09/30/2022,Portland,3617774560,"$4,53,161","$42,532","$47,733","$6,47,090","$6,80,308",Y,Y,"34,241","2,604","23,126","4,963","69,543","35,819","27,527","18,365","30,180","79,553",Y,20,"4,433",0,"1,223",26
Calhoun County Public Library,"19,727",01-01-2022,12/31/2022,Port Lavaca,3615527323,"$4,88,588","$51,964","$11,207",$0,"$6,89,582",Y,Y,"69,809",763,"1,05,654","52,500","2,33,524","46,611","4,760","49,863","5,981","76,740",Y,43,"7,411","78,064","1,992",51
Effie & Wilton Hebert Public Library,"13,416",10-01-2021,09/30/2022,Port Neches,4097224554,"$5,15,605","$29,449","$7,798","$6,54,300","$6,63,228",Y,Y,"43,058","1,063","48,365","17,452","1,12,738","1,29,043","6,256","10,539","8,040","39,496",Y,14,"3,543","28,769","2,976",52
Post Public Library,"3,046",10-01-2021,09/30/2022,Post,8069902149,"$66,015","$23,176","$1,500","$1,04,937","$1,04,937",Y,Y,"15,300","1,163","73,598","17,120","1,07,594","19,523",995,"1,356","2,308","6,981",Y,9,653,0,"1,553",48
Poteet Public Library,"6,700",10-01-2021,09/30/2022,Poteet,8307428917,"$57,048","$10,958",$0,"$92,974","$1,01,837",Y,Y,"13,866",272,"14,292",0,"28,786","5,279","5,408","1,478",0,"3,158",Y,10,"1,067",0,"1,672",44
Pottsboro Area Public Library,"3,945",10-01-2021,09/30/2022,Pottsboro,9037868274,"$30,780","$6,905","$1,500","$36,000","$98,154",Y,Y,"3,689",231,"46,192","8,290","59,550","9,984","2,463","2,190","1,594","5,846",Y,8,"1,570",0,"1,365",52
Tri-Community Library,"1,339",09-01-2021,08/31/2022,Prairie Lea,5124882164,"$42,567",$459,"$1,500",$0,"$49,060",Y,Y,"9,238",70,"29,450","10,062","48,821","5,500","1,125","2,763",17,"3,955",Y,3,100,0,"1,608",35
Presidio Public Library,"4,013",10-01-2021,09/30/2022,Presidio,4322293317,"$48,072","$4,897",$0,"$47,327","$68,857",Y,Y,"18,578",60,0,0,"20,619","2,451","4,409","1,025",0,"1,169",Y,24,"2,451",0,"2,080",52
Lois Nelson Public Library,"23,293",10-01-2021,09/30/2022,Princeton,9727363741,"$1,82,672","$13,719",$771,"$2,21,363","$2,65,406",Y,Y,"9,667",139,"66,707","7,232","85,975","4,717","7,889","3,577","6,208","19,886",Y,13,"4,671","2,064","1,996",52
Prosper Community Library,"33,356",10-01-2021,09/30/2022,Prosper,9725691185,"$5,18,740","$42,271","$9,550","$6,31,395","$6,58,082",Y,Y,"29,405",326,"31,740","7,737","70,281","48,514","9,985","10,848","10,634","1,18,608",Y,6,"5,544","46,981","2,125",52
Thompson Sawyer Public Library,"3,552",01-01-2022,12/31/2022,Quanah,9406632654,"$18,653","$6,941","$4,000","$6,500","$72,814",Y,Y,"20,526",577,"10,353",959,"33,260","2,605","1,368","2,081",312,"2,984",Y,6,631,0,948,49
Quemado Public Library,"14,949",10-01-2021,09/30/2022,Quemado,8307571313,"$21,892",$508,$0,$0,"$27,644",Y,Y,"9,720",430,0,0,"11,010","1,873",929,184,0,428,Y,9,562,0,"1,492",52
Caprock Public Library,"1,403",10-01-2021,09/30/2022,Quitaque,8064551225,"$40,255","$2,266",$0,"$40,255","$44,210",Y,Y,"8,064",398,"5,982","1,941","17,548","2,379",258,"2,294",53,"4,065",Y,5,117,"1,401","1,900",52
Quitman Public Library,"6,729",10-01-2021,09/30/2022,Quitman,9037634191,"$96,616","$2,550","$1,500","$15,871","$24,871",Y,Y,"29,430",985,"48,792","2,270","83,653","13,500","9,127","10,057","2,935","23,893",Y,8,"4,608","1,268","1,544",48
Ranger City Library,"2,848",10-01-2021,09/30/2022,Ranger,2546471880,"$33,339",$629,$0,"$44,922","$46,166",Y,Y,"10,972",486,0,0,"11,738","2,086","1,544","1,636",0,"1,736",Y,9,699,0,"2,000",50
Rankin Public Library,"1,778",01-01-2022,12/31/2022,Rankin,4326932881,"$88,928","$12,996",$0,$0,"$1,08,171",Y,Y,"19,966",574,0,0,"20,719","18,412","1,252","7,367",0,"10,919",Y,5,"4,423",0,"1,944",51
Red Oak Public Library,"15,364",10-01-2021,09/30/2022,Red Oak,4692181230,"$1,97,204","$17,536","$7,082","$2,51,056","$2,51,083",Y,Y,"10,276",180,"29,750","5,221","46,940","8,170","2,914","7,257","4,326","19,653",Y,2,276,0,"2,008",50
Dennis M O'Connor Public Library,"6,756",10-01-2021,09/30/2022,Refugio,3615262608,"$1,00,343","$6,645","$1,241",$0,"$1,24,003",Y,Y,"13,438",325,"15,791","4,712","35,208","6,256","1,030","4,616",810,"6,976",Y,6,892,0,"2,070",46
Rhome Community Library,"7,322",10-01-2021,09/30/2022,Rhome,8176362767,"$11,859","$1,641","$1,000",$600,"$45,695",Y,Y,"9,796",4,"24,767",750,"36,485","2,658",476,"1,043",224,"4,583",Y,5,264,"1,771","1,200",50
