Library Name,Legal Service Area (Population Assignment),Start of Local Fiscal Year (LFY),End of Local Fiscal Year (LFY),Mail City,Library Phone,Total Staff Expenditures,Print Material Expenditures,Electronic Material Expenditures,City/Library District Capital Revenue,Total Capital Revenue,Electronically Searchable  Catalog,1% of Collection Published in Last Five Years?,Books in Print,Physical Audio Items,E-books,E-Audio,Total Collection Items,Annual Library Visits,Registered Library Users,Annual Circulation: All Other Ages Physical Items,Annual Circulation: All Other Ages Digital Items,Total Annual Circulation,Public Internet Computers Available,Number of Public Internet Computers,Annual Number of Computer Uses,Annual Website Visits,Annual Number of Public Service Hours,Annual Number Public Service Weeks
Dawson County Public Library,"12,619",10-01-2018,9/30/2019,Lamesa,8068726502,"$2,26,637","$21,263","$2,000",$0,"$60,700",Yes,Yes,"27,869","2,741","65,481","25,341","1,22,986","1,12,482","6,591","27,231","4,059","53,624",Yes,8,"5,388","1,343","2,167",52
Lampasas Public Library,"7,909",10-01-2018,9/30/2019,Lampasas,5125563251,"$1,82,378","$18,635","$1,500",$0,$0,Yes,Yes,"23,683",703,"17,718","5,183","49,457","59,998","6,877","34,780","5,146","66,092",Yes,13,"8,178","2,280","2,279",52
Laredo Public Library,"2,61,639",10-01-2018,9/30/2019,Laredo,9567952400,"$24,69,248","$3,51,130","$99,926","$50,436","$50,436",Yes,Yes,"2,70,071","10,339","1,38,065","42,960","4,84,164","3,87,946","2,14,187","58,324","15,296","2,38,730",Yes,196,"65,488","46,586","3,167",51
Bruni Plaza Branch Library,,,,Laredo,9567952400,,,,,,,,,,,,,,,,,,,,,,"2,187",49
Cyber Mobile,,,,Laredo,9567952400,,,,,,,,,,,,,,,,,,,,,,132,3
Lamar Bruni Vergara Inner City Branch Library,,,,Laredo,9567952400,,,,,,,,,,,,,,,,,,,,,,"2,241",51
Santa Rita Express Branch Library,,,,Laredo,9565685952,,,,,,,,,,,,,,,,,,,,,,744,51
Barbara Fasken Branch Library,,,,Laredo,9567952400,,,,,,,,,,,,,,,,,,,,,,"2,420",51
MOS Branch Library,,,,Laredo,9567952400,,,,,,,,,,,,,,,,,,,,,,"2,645",51
Helen Hall Library,"1,22,814",10-01-2018,9/30/2019,League City,2815541111,"$18,37,776","$1,99,564","$84,837",$0,$0,Yes,Yes,"1,28,797","13,374","45,401","16,178","2,21,827","2,09,540","35,134","2,40,347","1,03,862","6,08,882",Yes,47,"47,904",0,"3,192",52
Leon Valley Public Library,"11,485",10-01-2018,9/30/2019,Leon Valley,2106840720,"$3,31,281","$19,945","$3,760",$0,$0,Yes,Yes,"41,930","1,334","12,355","2,211","62,262","48,793","4,545","18,383",389,"42,247",Yes,11,"8,960","13,913","2,608",52
Hockley County Memorial Library,"18,714",01-01-2019,12/31/2019,Levelland,8068946750,"$1,73,264","$18,893","$4,000",$0,$0,Yes,Yes,"29,818",969,"18,672","1,730","52,056","9,881","4,289","11,361","3,835","25,862",Yes,11,"2,963",0,"2,082",52
Lewisville Public Library,"1,42,421",10-01-2018,9/30/2019,Lewisville,9722193570,"$16,98,604","$2,65,849","$1,83,053","$20,759","$20,759",Yes,Yes,"1,33,224","9,984","37,329","38,153","2,40,041","3,62,330","52,996","2,18,447","59,807","6,22,137",Yes,70,"50,344","1,88,984","3,011",52
Liberty Municipal Library,"9,349",10-01-2018,9/30/2019,Liberty,9363368901,"$2,62,333","$20,844","$1,500",$0,$0,Yes,Yes,"48,007","1,113","15,226","1,205","67,937","37,586","8,673","25,086","4,589","53,276",Yes,23,"4,645","28,945","2,060",52
Lamb County Library,"7,928",10-01-2018,9/30/2019,Littlefield,8063855223,"$1,08,047","$21,320",$0,$0,$0,Yes,Yes,"14,561","1,572",0,0,"17,733","92,842","8,010","21,500",0,"24,400",Yes,8,"49,875",0,"2,075",52
Livingston Municipal Library,"5,128",10-01-2018,9/30/2019,Livingston,9363274252,"$3,28,459","$22,147","$4,409",$0,$0,Yes,Yes,"18,722","1,038",977,93,"22,137","50,868","7,738","24,061","7,441","45,527",Yes,12,"8,250",0,"2,244",51
Llano County Library System,"21,646",10-01-2018,9/30/2019,Llano,3252475248,"$3,97,170","$29,751","$3,000",$0,$0,Yes,Yes,"42,818","3,412","17,784","4,302","76,326","1,09,149","2,525","1,00,072","6,621","1,34,997",Yes,44,"7,818",0,"2,265",52
Lakeshore Branch Library,,,,Buchanan Dam,3253791174,,,,,,,,,,,,,,,,,,,,,,"2,100",52
Kingsland Branch Library,,,,Kingsland,3253883170,,,,,,,,,,,,,,,,,,,,,,"2,210",52
Dr Eugene Clark Library,"13,924",10-01-2018,9/30/2019,Lockhart,5123983223,"$3,83,058","$16,000","$10,982",$0,$0,Yes,Yes,"44,290","2,333","5,798",0,"55,117","40,276","15,825","25,500","2,098","46,887",Yes,27,"25,500",0,"2,640",52
Longview Public Library,"98,970",10-01-2018,9/30/2019,Longview,9032371350,"$10,48,729","$92,868","$1,18,952",$0,"$6,228",Yes,Yes,"1,33,684","4,645","42,490","23,642","2,18,611","1,87,204","58,598","1,20,586","58,347","3,12,434",Yes,54,"37,264",0,"2,871",52
Broughton Branch Library,,,,Longview,9032371326,,,,,,,,,,,,,,,,,,,,,,"1,005",52
Ethel L Whipple Memorial Library,"11,161",10-01-2018,9/30/2019,Los Fresnos,9562335330,"$1,27,288","$11,283","$1,500",$0,$0,Yes,Yes,"23,477",119,"19,666","2,767","46,964","28,466","17,974","13,360","5,520","24,293",Yes,13,"14,550","17,100","1,969",52
Lubbock Public Library,"2,86,961",10-01-2018,9/30/2019,Lubbock,8067752824,"$23,11,704","$2,38,058","$1,21,247",$0,$0,Yes,Yes,"3,36,814","15,182","14,174","5,162","4,03,940","4,66,094","1,70,161","4,95,281","1,78,533","10,07,151",Yes,35,"93,318","2,74,780","3,484",52
Godeke Branch Library,,,,Lubbock,8067753362,,,,,,,,,,,,,,,,,,,,,,"2,727",52
Patterson Branch Library,,,,Lubbock,8067673300,,,,,,,,,,,,,,,,,,,,,,"2,727",52
Groves Branch Library,,,,Lubbock,8067673734,,,,,,,,,,,,,,,,,,,,,,"2,727",52
Kurth Memorial Library,"35,510",10-01-2018,9/30/2019,Lufkin,9366300560,"$5,36,427","$79,882","$30,000",$0,$0,Yes,Yes,"96,829","3,072","9,922",375,"1,13,904","1,39,242","31,126","93,788","3,032","1,59,795",Yes,28,"12,622",0,"2,860",52
JB Nickells Memorial Library,"5,954",04-01-2018,3/31/2019,Luling,8308752813,"$70,563","$19,176","$1,665","$11,392","$11,392",Yes,Yes,"18,497",115,"1,714",0,"21,638","11,340","3,437","8,459",0,"10,774",Yes,9,"2,800",0,"1,955",52
Lytle Public Library,"5,858",10-01-2018,9/30/2019,Lytle,8307094142,"$1,29,821","$17,475",$0,$0,$0,Yes,Yes,"24,906","1,419",0,0,"28,465","27,082","3,513","10,618",0,"20,391",Yes,14,"4,910",0,"1,968",51
Madison County Library,"11,936",10-01-2018,9/30/2019,Madisonville,9363486118,"$2,16,510","$18,525",$0,$0,$0,Yes,Yes,"20,795",679,0,0,"23,091","13,112","3,097","15,485",0,"25,130",Yes,16,"4,781",0,"1,708",52
Mansfield Public Library,"70,981",10-01-2018,9/30/2019,Mansfield,8177283690,"$7,70,805","$73,014","$23,141",$0,$0,Yes,Yes,"59,749","2,380","19,522","14,692","1,02,241","1,24,908","33,790","1,04,391","45,261","3,08,123",Yes,28,"19,408","79,108","2,508",52
Marfa Public Library,"2,087",10-01-2018,9/30/2019,Marfa,4327294631,"$1,25,937",$295,$0,"$8,161","$8,161",Yes,Yes,"13,280",567,0,0,"18,071","17,251","3,915","12,990",0,"16,438",Yes,6,"2,485",0,"2,312",52
Pauline and Jane Chilton Memorial Marlin Public Library,"5,638",10-01-2018,9/30/2019,Marlin,2548836602,"$28,347","$5,572",$0,$0,$0,Yes,Yes,"15,759",492,0,0,"16,262","4,125","1,318","3,377",0,"4,135",Yes,8,"1,195",0,994,50
Marshall Public Library,"59,161",01-01-2019,12/31/2019,Marshall,9039354465,"$3,16,991","$65,658","$25,025",$0,$0,Yes,Yes,"50,009","1,515","26,851","5,330","85,524","1,29,130","17,466","35,518","4,920","68,368",Yes,18,"15,055",0,"2,375",52
Mason County M Beven Eckert Memorial Library,"4,280",01-01-2019,12/31/2019,Mason,3253475446,"$99,782","$11,788","$5,411",$0,"$20,384",Yes,Yes,"12,676",946,"4,504","1,656","24,249","33,996","3,044","17,722","2,814","21,834",Yes,16,"2,977",0,"1,978",52
Motley County Library,"1,234",10-01-2018,9/30/2019,Matador,8063472717,"$24,030","$5,692",$800,$0,$0,Yes,Yes,"12,337",285,"5,544","1,389","21,567","4,856",976,"1,327",367,"12,261",Yes,9,864,0,"1,196",52
Mathis Public Library,"7,084",01-01-2019,12/31/2019,Mathis,3615476201,"$31,561","$2,385",$75,$0,$0,Yes,Yes,"19,288",72,0,0,"19,786","13,800","9,137","3,100",0,"4,410",Yes,12,"3,200",0,"1,500",52
McAllen Public Library,"2,18,490",10-01-2018,9/30/2019,McAllen,9566813000,"$31,75,209","$1,32,219","$47,304",$0,$0,Yes,Yes,"3,05,496","8,324","19,632","4,692","3,56,986","6,85,136","1,01,934","2,14,157","50,018","5,03,051",Yes,224,"1,08,558","5,35,856","3,717",52
Lark Branch Library,,,,McAllen,9566813100,,,,,,,,,,,,,,,,,,,,,,"3,304",52
Palm View Branch Library,,,,McAllen,9566813110,,,,,,,,,,,,,,,,,,,,,,"3,304",52
Upton County Public Library,"1,671",01-01-2019,12/31/2019,McCamey,4326528718,"$79,115","$8,650",$0,$0,$0,Yes,Yes,"18,454","1,558",0,0,"20,012","38,908","1,885","9,365",0,"18,744",Yes,8,"8,943",0,"1,960",52
McKinney Public Library System,"1,91,645",10-01-2018,9/30/2019,McKinney,9725477323,"$28,23,894","$3,50,253","$50,927",$0,$0,Yes,Yes,"1,81,465","11,210","4,807","4,245","2,21,266","4,77,614","90,003","7,10,109","1,36,687","18,70,119",Yes,46,"59,781",0,"3,296",52
John and Judy Gay Library,,,,McKinney,9725477323,,,,,,,,,,,,,,,,,,,,,,"3,296",52
Lovett Memorial Library McLean,920,10-01-2018,9/30/2019,McLean,8067792851,"$53,064","$10,436",$52,$0,$0,Yes,Yes,"11,966",421,"5,544","1,389","21,805","5,079",354,"8,326","36,691","48,719",Yes,5,992,"49,376","1,598",52
Memphis Public Library,"3,028",10-01-2018,9/30/2019,Memphis,8062592062,"$43,435","$6,000",$111,$0,$0,Yes,Yes,"19,956",715,"5,544","1,389","27,611","10,688","1,403","3,819",689,"9,329",Yes,6,"1,457",0,"1,560",52
Menard Public Library,"2,139",10-01-2018,9/30/2019,Menard,3253962717,"$29,275","$3,398",$0,$0,"$22,589",Yes,Yes,"10,606",376,"77,118",0,"89,380","11,258","1,492","4,320",56,"6,769",Yes,8,"2,534",0,"1,664",52
Dr Hector P Garcia Memorial Library,"25,532",10-01-2018,9/30/2019,Mercedes,9565652371,"$3,42,494","$20,299","$2,811",$0,$0,Yes,Yes,"35,552",68,"9,580","11,314","58,323","52,243","12,957","7,036",264,"10,624",Yes,48,"14,018","6,784","2,729",52
MB Noelke Jr Memorial Library,"1,522",10-01-2018,9/30/2019,Mertzon,3258352704,"$17,547","$5,626","$1,500",$0,$0,Yes,Yes,"11,042",485,"1,000",0,"12,580","2,415",599,589,152,"1,418",Yes,6,"1,479","1,644","1,004",52
Mesquite Public Library,"1,42,816",10-01-2018,9/30/2019,Mesquite,9722166220,"$16,07,042","$1,42,924","$70,308",$0,$0,Yes,Yes,"1,83,687","4,481","23,594","12,161","2,34,461","2,57,195","29,100","1,42,082","39,321","3,42,805",Yes,52,"57,821","39,117","3,016",52
Mesquite Public Library-North Branch,,,,Mesquite,9726810465,,,,,,,,,,,,,,,,,,,,,,"2,720",52
Gibbs Memorial Library,"14,848",10-01-2018,9/30/2019,Mexia,2545623231,"$1,41,906","$30,711","$2,854",$0,$0,Yes,Yes,"39,547","1,142","16,508",484,"60,473","58,000","3,038","26,075","31,389","66,528",Yes,17,"10,000",0,"2,262",52
Midland County Public Library,"1,72,578",10-01-2018,9/30/2019,Midland,4326884320,"$27,43,978","$1,57,510","$1,09,529",$0,"$1,63,200",Yes,Yes,"2,33,753","9,759","16,891","2,183","2,79,227","2,51,533","47,317","1,35,794","32,047","3,66,294",Yes,85,"38,915",0,984,19
Midland Centennial Branch Library,,,,Midland,4327427400,,,,,,,,,,,,,,,,,,,,,,"2,595",52
Midland County Library Bookmobile,,,,Midland,4326884348,,,,,,,,,,,,,,,,,,,,,,192,36
AH Meadows Library,"39,094",07-01-2018,6/30/2019,Midlothian,4698565211,"$2,08,978","$30,000","$9,000",$0,$0,Yes,Yes,"31,359",471,"25,650","3,200","62,674","1,56,000","27,659","34,896","13,663","71,886",Yes,12,"61,000",0,"2,900",48
Mineola Memorial Library,"10,022",01-01-2019,12/31/2019,Mineola,9035692767,"$1,25,434","$24,930","$1,068",$0,$0,Yes,Yes,"24,457","1,732",262,21,"28,167","17,815","3,311","23,777",193,"35,957",Yes,8,"7,756","5,205","2,023",50
Mineola Memorial Library Bookmobile,,,,Mineola,9035692767,,,,,,,,,,,,,,,,,,,,,,148,36
Boyce Ditto Public Library,"29,074",10-01-2018,9/30/2019,Mineral Wells,9403287880,"$2,95,410","$39,212","$3,000",$0,$0,Yes,Yes,"33,176",895,"16,499","7,145","61,876","68,967","8,972","35,998","3,206","60,520",Yes,10,"6,379",0,"2,030",51
Speer Memorial Library,"1,29,216",10-01-2018,9/30/2019,Mission,9565808750,"$9,39,611","$64,094","$5,194",$0,$0,Yes,Yes,"1,28,927","5,036","9,645","11,314","1,61,265","1,93,811","10,982","42,610","4,307","71,391",Yes,282,"69,701","1,37,272","3,728",52
Ward County Library,"11,720",01-01-2019,12/31/2019,Monahans,4329433332,"$2,90,866","$21,781",$291,$0,"$10,000",Yes,Yes,"58,473","1,217",0,0,"63,924","16,586","3,981","16,204",0,"24,741",Yes,22,"6,499",0,"2,397",52
Barstow Library,,,,Barstow,4324455205,,,,,,,,,,,,,,,,,,,,,,936,52
Grandfalls Library,,,,Grandfalls,4325472861,,,,,,,,,,,,,,,,,,,,,,"1,664",52
Cochran County Love Memorial Library,"2,836",01-01-2019,12/31/2019,Morton,8062665051,"$66,372","$9,953",$0,$0,$0,Yes,Yes,"13,891",169,0,0,"14,081","9,831","1,541","1,418",0,"4,071",Yes,8,"3,355",0,"1,750",52
Mount Calm Public Library,331,04-01-2018,3/31/2019,Mount Calm,2549932761,"$24,046","$6,143",$0,$0,$0,Yes,Yes,"10,723",0,0,0,"11,817","2,341",169,"3,261",0,"4,044",Yes,8,314,0,966,44
Mount Pleasant Public Library,"16,275",10-01-2018,9/30/2019,Mt Pleasant,9035754180,"$2,70,164","$31,703","$5,912",$0,$0,Yes,Yes,"27,259","1,425","26,838","5,329","63,389","60,801","16,489","86,515","7,226","1,35,277",Yes,33,"12,619","11,337","2,534",52
Franklin County Library,"8,584",01-01-2019,12/31/2019,Mt Vernon,9035374916,"$1,55,829","$17,416","$10,875",$0,$0,Yes,Yes,"13,960",418,"26,559","5,205","48,296","42,784","5,912","23,961","4,496","38,752",Yes,7,"7,468",0,"2,174",52
Muenster Public Library,"3,204",10-01-2018,9/30/2019,Muenster,9407594291,"$16,345","$11,650","$2,842",$0,$0,Yes,Yes,"19,494",952,"19,940","3,776","45,920","8,722","2,267","8,845","1,445","15,394",Yes,7,"2,444",0,"1,426",51
Muleshoe Area Public Library,"5,042",10-01-2018,9/30/2019,Muleshoe,8062724707,"$1,55,932","$15,320","$2,096",$0,$0,Yes,Yes,"14,921",445,"15,150","1,275","32,347","37,418","2,122","15,380","1,951","24,326",Yes,7,"1,013","2,044","2,259",52
Munday City-County Library,"3,653",01-01-2019,12/31/2019,Munday,9404224877,"$9,593","$1,096",$0,$0,$0,Yes,Yes,"8,574",0,0,0,"8,574",597,250,"1,262",0,"1,751",Yes,3,67,0,870,51
Judy B McDonald Public Library,"33,542",10-01-2018,9/30/2019,Nacogdoches,9365592970,"$3,78,030","$48,561","$41,199",$0,$0,Yes,Yes,"97,758","4,270","4,712",615,"1,10,675","1,34,192","43,240","70,580","17,644","1,30,248",Yes,21,"28,807",0,"2,856",52
Navasota Public Library,"26,728",10-01-2018,9/30/2019,Navasota,9368256744,"$81,206","$5,924",$0,$0,$0,Yes,Yes,"32,000",150,"15,000","3,500","51,829","19,000","13,910","14,000",340,"15,435",Yes,12,"3,500",0,"2,200",52
Marion & Ed Hughes Public Library,"17,494",10-01-2018,9/30/2019,Nederland,4097221255,"$3,41,044","$40,150","$13,085",$0,$0,Yes,Yes,"73,616","3,718","51,105","19,823","1,59,160","49,652","3,540","41,192","10,423","82,764",Yes,11,"5,891","69,032","2,109",52
New Boston Public Library,"4,678",10-01-2018,9/30/2019,New Boston,9036285414,"$48,490","$19,120",$0,$0,"$4,963",Yes,Yes,"19,555","1,521",0,0,"23,446","25,990","7,221","16,775",0,"32,401",Yes,5,"3,586",0,"1,882",52
New Braunfels Public Library,"84,612",10-01-2018,9/30/2019,New Braunfels,8302214300,"$16,98,552","$1,17,975","$70,900","$33,891","$33,891",Yes,Yes,"1,03,282","9,064","1,52,558","75,655","3,59,338","2,77,680","46,613","3,59,004","92,148","8,85,290",Yes,45,"58,160","65,369","3,371",52
Westside Community Center Library,,,,New Braunfels,8302214301,,,,,,,,,,,,,,,,,,,,,,"2,080",52
RIOmobile,,,,New Braunfels,8302214318,,,,,,,,,,,,,,,,,,,,,,800,50
Newton County Public Library,"13,746",01-01-2019,12/31/2019,Newton,4093798300,"$1,26,539","$12,147","$2,371",$0,$0,Yes,Yes,"21,467",463,"13,132","1,122","38,653","27,840","6,024","16,184",835,"22,279",Yes,19,"5,578",0,"1,920",52
Deweyville Branch Library,,,,Deweyville,4097460222,,,,,,,,,,,,,,,,,,,,,,617,22
Nocona Public Library,"6,449",10-01-2018,9/30/2019,Nocona,9408256373,"$32,645","$5,156","$1,500","$3,398","$13,546",Yes,Yes,"23,572","1,065","9,048",454,"36,789","8,794","5,367","5,720","16,461","24,864",Yes,7,"1,777",0,"2,082",52
North Richland Hills Public Library,"70,836",10-01-2018,9/30/2019,North Richland Hills,8174276800,"$16,43,544","$2,05,487","$41,070",$0,$0,No,Yes,"1,62,218","10,650","16,598","7,115","2,08,570","2,39,243","45,846","3,69,574","55,995","7,46,823",Yes,43,"28,642","3,14,606","3,407",52
Ector County Library,"1,62,124",10-01-2018,9/30/2019,Odessa,4323320633,"$12,34,232","$1,13,121","$7,060",$0,$0,Yes,Yes,"2,41,326","5,214","13,251",596,"2,75,850","2,92,311","1,14,565","5,09,879","7,102","6,06,792",Yes,29,"39,295",0,"2,905",52
Olney Community Library and Arts Center,"9,351",09-01-2018,8/31/2019,Olney,9405645513,"$1,56,725","$8,619","$2,489",$0,"$26,736",Yes,Yes,"32,096","1,020","9,048",454,"44,064","33,964","2,938","10,345","17,716","37,545",Yes,11,"2,200",0,"2,311",50
Orange Public Library,"18,484",10-01-2018,9/30/2019,Orange,4098831086,"$3,98,260","$22,354","$3,000",$0,$0,Yes,Yes,"70,724","1,854","13,109","1,122","88,841","56,739","12,204","24,319","3,323","42,665",Yes,7,"3,683",0,"2,077",52
Crockett County Public Library,"3,499",01-01-2019,12/31/2019,Ozona,3253923565,"$1,99,734","$26,220","$5,801",$0,$0,Yes,Yes,"17,947","2,121","15,726","3,023","38,898","24,522","3,224","12,575",745,"18,588",Yes,14,"13,451",0,"2,572",52
Bicentennial City-County Library,"1,389",08-01-2018,7/31/2019,Paducah,8064922006,"$12,344","$1,156",$0,$0,$0,Yes,Yes,"9,732",166,0,0,"10,734","1,438",766,534,0,588,Yes,4,171,0,"1,216",52
Palacios Library Inc,"10,255",01-01-2019,12/31/2019,Palacios,3619723234,"$97,075","$9,189",$0,$0,"$8,000",Yes,Yes,"39,641",767,111,0,"42,253","30,237","7,471","6,462",71,"8,991",Yes,15,"9,190",214,"2,449",50
Blessing Library,,,,Blessing,3615887717,,,,,,,,,,,,,,,,,,,,,,970,51
Palestine Public Library,"42,267",10-01-2018,9/30/2019,Palestine,9037294121,"$3,48,322","$32,825","$5,000",$0,$0,Yes,Yes,"87,240","3,233","2,759",424,"99,519","73,226","3,262","53,138","3,246","1,25,987",Yes,26,"12,474",0,"2,496",52
Lovett Memorial Library Pampa,"20,975",10-01-2018,9/30/2019,Pampa,8066695780,"$2,86,836","$22,972","$1,651",$0,$0,Yes,Yes,"35,098","2,370","5,590","1,399","49,081","24,177","3,460","24,494","27,017","62,511",Yes,9,"5,074","25,996","2,808",52
Carson County Public Library,"6,005",10-01-2018,9/30/2019,Panhandle,8065373742,"$2,29,454","$10,143",$0,$0,$0,Yes,Yes,"36,455","1,266","5,544","1,389","46,728","18,367","1,142","17,806","5,457","31,805",Yes,9,"2,862","5,788","2,000",52
Groom Branch Library,,,,Groom,8062487353,,,,,,,,,,,,,,,,,,,,,,"1,000",52
Skellytown Branch Library,,,,Skellytown,8068482551,,,,,,,,,,,,,,,,,,,,,,"1,000",52
White Deer Branch Library,,,,White Deer,8068837121,,,,,,,,,,,,,,,,,,,,,,"1,000",52
Paris Public Library,"24,839",10-01-2018,9/30/2019,Paris,9037858531,"$4,96,341","$48,054","$29,977","$8,140","$8,140",Yes,Yes,"72,205","5,570","1,23,671","12,618","2,17,485","67,633","8,734","68,447","8,462","1,07,701",Yes,11,"6,511","5,141","2,544",52
Pasadena Public Library,"1,53,219",10-01-2018,9/30/2019,Pasadena,7134770276,"$26,38,716","$1,70,615","$84,266",$0,$0,Yes,Yes,"1,09,919","2,813","84,658","22,142","2,32,540","1,77,736","38,694","1,17,846","17,921","2,32,736",Yes,121,"57,112","90,553","2,734",52
Fairmont Branch Library,,,,Pasadena,2819981095,,,,,,,,,,,,,,,,,,,,,,"2,744",52
Pearsall Public Library,"10,434",10-01-2018,9/30/2019,Pearsall,8303342496,"$2,03,616","$19,338","$1,500",$0,$0,Yes,Yes,"38,102",0,"13,849","2,481","57,959","83,449","5,199","7,344",956,"16,614",Yes,16,"4,395",0,"2,252",52
Perry Memorial Library,"9,947",10-01-2018,9/30/2019,Perryton,8064355801,"$2,55,659","$17,124","$2,715",$0,$0,Yes,Yes,"32,383","1,360","5,544","1,389","42,068","14,232","2,824","20,798",232,"27,539",Yes,8,"3,378","2,408","2,205",49
Pharr Memorial Library,"1,21,417",10-01-2018,9/30/2019,Pharr,9564024650,"$11,32,448","$1,33,695","$7,237",$0,$0,Yes,Yes,"88,176","2,235","11,314","9,580","1,14,214","2,27,237","75,566","77,996",42,"1,18,054",Yes,123,"76,633",0,"3,587",52
Pharr Development and Research Center,,,,Pharr,9564024651,,,,,,,,,,,,,,,,,,,,,,"2,304",48
Pilot Point Community Library,"5,902",10-01-2018,9/30/2019,Pilot Point,9406865004,"$1,51,660","$7,438","$1,000",$0,$0,Yes,Yes,"18,838",326,"9,046",468,"30,465","16,976","3,792","7,753",380,"14,968",Yes,4,"1,628",0,"2,035",52
Arthur Temple Sr Memorial Library,808,01-01-2019,12/31/2019,Pineland,4095842546,"$1,09,074","$6,905","$2,133",$0,$0,Yes,Yes,"16,976","1,247","80,335","1,275","1,01,555","14,683","2,853","7,742","3,115","13,525",Yes,10,"1,329",0,"1,743",52
Pittsburg-Camp County Public Library,"13,033",10-01-2018,9/30/2019,Pittsburg,9038563302,"$1,27,859","$12,881","$1,503",$0,$0,Yes,Yes,"21,726","1,326","17,462",71,"41,984","37,430","8,422","34,971","3,566","57,485",Yes,11,"10,860",0,"2,172",52
Yoakum County Library,"3,523",01-01-2019,12/31/2019,Plains,8064568725,"$1,47,247","$19,881",$0,$0,"$49,857",Yes,Yes,"34,396","1,674","1,504",0,"40,818","19,676","1,327","27,408",3,"32,788",Yes,10,"14,179","5,560","2,049",51
Unger Memorial Library,"30,704",10-01-2018,9/30/2019,Plainview,8062961148,"$2,57,675","$45,252","$3,000","$15,000","$15,000",Yes,Yes,"53,300","1,913","16,585","1,782","76,432","50,874","36,874","20,531","2,915","35,792",Yes,14,"7,464",0,"2,676",51
Plano Public Library System,"2,88,061",10-01-2018,9/30/2019,Plano,9727694208,"$1,02,29,470","$6,08,609","$2,87,355",$0,$0,Yes,Yes,"5,75,880","33,555","41,277","9,425","7,34,463","14,71,005","1,95,986","14,55,611","5,85,719","39,15,897",Yes,196,"1,38,891","8,76,468","3,396",52
LER Schimelpfenig Library,,,,Plano,9727694200,,,,,,,,,,,,,,,,,,,,,,"3,437",52
Gladys Harrington Library,,,,Plano,9729417175,,,,,,,,,,,,,,,,,,,,,,"3,431",52
Maribelle M Davis Library,,,,Plano,9722088000,,,,,,,,,,,,,,,,,,,,,,"3,437",52
Christopher A Parr Library,,,,Plano,9727694300,,,,,,,,,,,,,,,,,,,,,,"3,437",52
Pleasanton Public Library,"23,570",10-01-2018,9/30/2019,Pleasanton,8305695901,"$2,20,231","$17,425","$11,710",$0,$0,Yes,Yes,"35,628","1,355","9,058","3,358","54,269","43,494","9,284","23,494","4,212","43,237",Yes,16,"15,233",0,"2,361",52
William R Bill Ellis Memorial Library,"4,167",10-01-2018,9/30/2019,Port Aransas,3617494116,"$1,10,502","$4,451","$1,000",$0,"$49,969",Yes,Yes,"6,101",190,"21,190","3,201","31,621",0,"5,538",0,"2,782","2,912",Yes,0,0,0,0,0
Port Arthur Public Library,"55,018",10-01-2018,9/30/2019,Port Arthur,4099858838,"$9,32,725","$90,852","$10,744",$0,$0,Yes,Yes,"48,496","2,781","51,448","20,626","1,26,537","61,637","2,802","5,751","5,026","19,048",Yes,38,"7,888",0,"1,808",52
Port Isabel Public Library,"7,157",10-01-2018,9/30/2019,Port Isabel,9569431822,"$1,28,686","$10,931",$799,$0,$0,Yes,Yes,"28,337",671,"13,114","4,734","49,319","70,946","23,763","10,519","28,191","43,380",Yes,39,"4,367",0,"2,266",52
Calhoun County Public Library,"21,561",01-01-2019,12/31/2019,Port Lavaca,3615527323,"$4,41,652","$49,541","$6,964",$0,$0,Yes,Yes,"85,513","1,682","73,739","3,190","1,70,342","72,501","6,694","36,972","4,416","62,658",Yes,65,"8,688","35,071","2,038",49
Point Comfort Branch Library,,,,Point Comfort,3619872954,,,,,,,,,,,,,,,,,,,,,,"1,470",50
Port O`Connor Branch Library,,,,Port O'Connor,3619834365,,,,,,,,,,,,,,,,,,,,,,"1,504",50
Seadrift Branch Library,,,,Seadrift,3617854241,,,,,,,,,,,,,,,,,,,,,,"1,531",50
Effie & Wilton Hebert Public Library,"12,831",10-01-2018,9/30/2019,Port Neches,4097224554,"$4,63,560","$47,433","$4,846",$0,$0,Yes,Yes,"40,543","1,208","54,781","19,824","1,19,239","1,24,712","6,313","22,594","3,981","54,331",Yes,14,"5,649","51,025","2,978",51
Bell/Whittington Public Library,"25,719",10-01-2018,9/30/2019,Portland,3617774560,"$3,48,162","$47,342","$16,452",$0,$0,Yes,Yes,"35,416","1,472","21,145","3,190","66,253","72,205","26,260","1,41,048","93,876","2,68,788",Yes,20,"16,207",0,"2,808",52
Post Public Library,"3,438",10-01-2018,9/30/2019,Post,8069902149,"$64,741","$16,323","$1,505",$0,$0,Yes,Yes,"14,709","1,185","58,113","17,220","91,492","21,201","1,603","8,442","1,980","16,732",Yes,10,"2,400",0,"1,463",51
Poteet Public Library,"7,660",10-01-2018,9/30/2019,Poteet,8307428917,"$74,545","$7,949",$0,$0,$0,Yes,Yes,"13,952",286,0,0,"14,798","8,553","4,636","3,054",0,"6,535",Yes,12,"2,027",0,"1,936",49
Quemado Public Library,"14,378",10-01-2018,9/30/2019,Quemado,8307571313,"$21,265","$1,052",$0,$0,$0,Yes,Yes,"9,660",425,0,0,"10,865","4,717",892,"1,350",0,"2,205",Yes,9,"2,884",0,"1,492",52
